PROVIDER_ID,PROVIDER_NAME,STATE,NUMBER_OF_SUBSTANTIATED_COMPLAINTS,PATIENT_COUNT_ON_1970_08_23,COMPLAINTS_PER_100_PATIENTS
555917,VETERANS HOME OF CALIFORNIA - WEST LOS ANGELES,CA,3,143,2.10
335560,NEW YORK CONGREGATIONAL NURSING CENTER,NY,4,191,2.09
315009,RUNNELLS CENTER FOR REHABILITATION & HEALTHCARE,NJ,5,239,2.09
366217,AUTUMN COURT,OH,1,48,2.08
375560,SPANISH COVE HOUSING AUTHORITY,OK,1,48,2.08
505488,RICHMOND BEACH REHAB,WA,2,96,2.08
225743,BAKER-KATZ SKILLED NURSING AND REHABILITATION CTR,MA,1,48,2.08
155154,SPRING MILL MEADOWS,IN,2,96,2.08
155481,ARBOR TRACE HEALTH & LIVING COMMUNITY,IN,2,96,2.08
015183,NORTH MOBILE NURSING AND REHABILITATION CTR,AL,3,144,2.08
146032,FAIRVIEW REHAB & HEALTHCARE,IL,1,48,2.08
395343,STONERIDGE TOWNE CENTRE,PA,1,48,2.08
365579,CARROLL HEALTHCARE CENTER INC,OH,1,48,2.08
676008,SILSBEE OAKS HEALTH CARE LLP,TX,3,144,2.08
035003,THE TERRACES OF PHOENIX,AZ,1,48,2.08
675140,FOCUSED CARE AT HAMILTON,TX,1,48,2.08
525457,RENNES HEALTH AND REHAB CENTER-EAST,WI,1,48,2.08
185279,MILLS NURSING & REHABILITATION,KY,2,96,2.08
315357,ALARIS HEALTH AT CEDAR GROVE,NJ,3,144,2.08
445205,VIVIANT HEALTHCARE OF CHATTANOOGA,TN,1,48,2.08
115515,ROSS MEMORIAL HEALTH CARE CTR,GA,2,96,2.08
415009,KENT REGENCY CENTER,RI,3,145,2.07
335185,CEDAR MANOR NURSING & REHABILITATION CENTER,NY,3,145,2.07
105710,JACKSONVILLE NURSING AND REHAB CENTER,FL,3,145,2.07
415029,GOLDEN CREST NURSING CENTRE,RI,3,145,2.07
335394,WESLEY HEALTH CARE CENTER INC,NY,6,290,2.07
425047,CONDOR HEALTH ANDERSON,SC,3,145,2.07
365772,EASTGATE HEALTH CARE CENTER,OH,3,145,2.07
105376,WEST MELBOURNE HEALTH & REHABILITATION CENTER,FL,3,145,2.07
676318,WINDMILL VILLAGE REHABILITATION & CARE CENTER,TX,2,97,2.06
145024,ALLURE OF PINECREST,IL,2,97,2.06
035277,HAVEN OF LAKESIDE,AZ,2,97,2.06
335396,MONTGOMERY NURSING AND REHABILITATION CENTER,NY,2,97,2.06
676195,FALCON POINT POST ACUTE,TX,2,97,2.06
205063,CLOVER HEALTH CARE,ME,2,97,2.06
035073,"HAVEN HEALTH GREEN VALLEY, LLC",AZ,2,97,2.06
335803,TACONIC REHABILITATION AND NURSING AT ULSTER,NY,2,97,2.06
225766,AGAWAM NORTH REHAB AND NURSING,MA,2,97,2.06
425116,EDISTO POST ACUTE,SC,2,97,2.06
056021,LONE TREE POST ACUTE,CA,2,97,2.06
395332,WAYNE CENTER,PA,2,97,2.06
115351,MUSCOGEE MANOR & REHABILITATION CTR,GA,2,97,2.06
365864,MEMORIAL GABLES,OH,2,97,2.06
105470,FERNANDINA BEACH REHABILITATION AND NURSING CENTER,FL,2,97,2.06
455802,SPANISH MEADOWS,TX,2,97,2.06
145634,ASTORIA PLACE LIVING & REHAB,IL,3,146,2.05
335146,FAIRVIEW NURSING CARE CENTER INC,NY,4,195,2.05
505361,AMERICANA HEALTH & REHAB CTR,WA,1,49,2.04
265614,CLEARVIEW NURSING CENTER,MO,1,49,2.04
555825,SAN MARINO HEALTHCARE CENTER,CA,1,49,2.04
255095,CARE CENTER OF LAUREL,MS,2,98,2.04
675835,CHEROKEE TRAILS NURSING HOME,TX,1,49,2.04
265669,WARRENSBURG MANOR CARE CENTER,MO,1,49,2.04
335527,GOOD SHEPHERD-FAIRVIEW HOME INC,NY,1,49,2.04
675120,WOODVILLE HEALTH AND REHABILITATION CENTER,TX,1,49,2.04
205117,CARIBOU REHAB AND NURSING CENTER,ME,1,49,2.04
555596,PARKSIDE HEALTH AND WELLNESS CENTER,CA,1,49,2.04
195579,PRESBYTERIAN VILLAGE OF HOMER,LA,1,49,2.04
675697,THE ARMY RESIDENCE COMMUNITY HEALTH CARE CENTER,TX,1,49,2.04
675899,MATAGORDA NURSING & REHABILITATION CENTER,TX,1,49,2.04
265559,"MAPLES HEALTH AND REHABILITATION, THE",MO,2,98,2.04
145494,MCLEAN COUNTY NURSING HOME,IL,2,98,2.04
045300,PARIS HEALTH AND REHABILITATION CENTER,AR,2,98,2.04
225760,LYDIA TAFT HOUSE,MA,1,49,2.04
285263,WESTFIELD QUALITY CARE OF AURORA,NE,1,49,2.04
146154,CONCORDIA VILLAGE CARE CENTER,IL,1,49,2.04
315021,ATLAS HEALTHCARE AT DAUGHTERS OF MIRIAM,NJ,4,196,2.04
035071,MISSION PALMS POST ACUTE,AZ,3,147,2.04
155269,EAST LAKE NURSING & REHABILITATION CENTER,IN,2,98,2.04
275049,POLSON HEALTH & REHABILITATION CENTER,MT,1,49,2.04
366260,CLAYMONT NURSING & REHABILITATION CENTER,OH,1,49,2.04
675896,RIVER CITY CARE CENTER,TX,1,49,2.04
345152,TRINITY VILLAGE,NC,2,98,2.04
555060,WINDSOR THE RIDGE REHABILITATION CENTER,CA,2,98,2.04
396141,FOX SUBACUTE AT SOUTH PHILADELPHIA,PA,1,49,2.04
015084,PARK PLACE,AL,2,98,2.04
185211,SIGNATURE HEALTHCARE OF MCCREARY COUNTY REHAB & WE,KY,1,49,2.04
445077,CHRISTIAN CARE CENTER OF UNICOI COUNTY,TN,1,49,2.04
255310,SILVER CROSS HEALTH & REHAB,MS,1,49,2.04
345401,WILKESBORO HEALTH AND REHABILITATION,NC,2,98,2.04
225749,LEE HEALTHCARE,MA,1,49,2.04
285164,HOLMES LAKE REHABILITATION & CARE CENTER,NE,1,49,2.04
175008,MEDICALODGES WICHITA,KS,1,49,2.04
676426,LEGEND OAKS HEALTHCARE AND REHABILITATION - FORT,TX,2,98,2.04
155505,ROBIN RUN HEALTH CENTER,IN,1,49,2.04
135075,VALLEY VISTA CARE CENTER OF ST MARIES,ID,1,49,2.04
14E322,SHARON HEALTH CARE PINES,IL,2,98,2.04
335478,ESSEX CENTER FOR REHABILITATION AND HEALTHCARE,NY,2,98,2.04
675969,SETTLERS RIDGE CARE CENTER,TX,2,98,2.04
146141,TERRACES AT THE CLARE,IL,1,49,2.04
495121,CHERRYDALE HEALTH & REHABILITATION CENTER,VA,4,197,2.03
105581,PALM GARDEN OF CLEARWATER,FL,3,148,2.03
265743,RIVERVIEW AT THE PARK CARE AND REHABILITATION CTR,MO,2,99,2.02
495147,RIVER EDGE REHABILITATION AND NURSING,VA,2,99,2.02
105653,ASPIRE AT ORANGE PARK,FL,2,99,2.02
105366,VIVO HEALTHCARE UNIVERSITY,FL,2,99,2.02
195313,ST AGNES HEALTHCARE AND REHAB CENTER,LA,2,99,2.02
425131,OAKS HEALTHCARE,SC,2,99,2.02
495338,DEER MEADOWS REHABILITATION AND NURSING,VA,2,99,2.02
335534,SALAMANCA REHABILITATION & NURSING CENTER,NY,2,99,2.02
676127,EMERALD HILLS REHABILITATION AND HEALTHCARE CENTER,TX,2,99,2.02
315508,PELICAN POINTE POST ACUTE NURSING & REHABILITATION,NJ,2,99,2.02
676447,"IGNITE MEDICAL RESORT SAN ANTONIO, LLC",TX,2,99,2.02
245411,SHIRLEY CHAPMAN SHOLOM HOME EAST,MN,2,99,2.02
395770,CEDAR HAVEN HEALTHCARE CENTER,PA,5,247,2.02
105586,OAK VIEW HEALTH AND REHABILITATION CENTER,FL,2,99,2.02
195589,CHATEAU DE NOTRE DAME COMMUNITY CARE CENTER,LA,3,149,2.01
335423,PREMIER GENESEE CENTER FOR NRSG AND REHABILITATION,NY,3,149,2.01
335291,WILLOW POINT REHABILITATION AND NURSING CENTER,NY,5,249,2.01
676060,AMBROSIO GUILLEN TEXAS STATE VETERANS HOME,TX,3,149,2.01
335008,ST JOHNS HEALTH CARE CORPORATION,NY,6,299,2.01
525486,GRANCARE NURSING CENTER,WI,1,50,2.00
335678,ELDERWOOD AT LIVERPOOL,NY,3,150,2.00
676292,LULING CARE CENTER,TX,1,50,2.00
075425,VANDERMAN PLACE,CT,2,100,2.00
555189,MERCY RETIREMENT & CARE CENTER,CA,1,50,2.00
225740,HUNT NURSING & REHAB CENTER,MA,2,100,2.00
295104,CARSON TAHOE TRANSITIONAL REHABILITATION CENTER,NV,1,50,2.00
525565,GENEVA LAKE MANOR,WI,1,50,2.00
675365,PASADENA POST ACUTE,TX,2,100,2.00
265374,GRANDVIEW HEALTHCARE CENTER,MO,1,50,2.00
265777,STONEBRIDGE WESTPHALIA,MO,1,50,2.00
146009,SELFHELP HOME OF CHICAGO,IL,1,50,2.00
395918,TRANSITIONS HEALTHCARE SHOOK HOME,PA,1,50,2.00
285271,NORTHFIELD RETIREMENT COMMUNITIES CARE CENTER,NE,1,50,2.00
075423,DAVIS PLACE,CT,3,150,2.00
065211,"FAIRACRES MANOR, INC.",CO,2,100,2.00
195525,"WESTWOOD MANOR NURSING HOME, INC",LA,2,100,2.00
445474,HERMITAGE HEALTH CENTER,TN,1,50,2.00
525548,PEABODY MANOR,WI,1,50,2.00
675201,HILLSIDE MEDICAL LODGE,TX,3,151,1.99
395541,SINKING SPRING SKILLED NURSING AND REHABILITATION,PA,4,201,1.99
265845,UNIVERSITY HEALTH LAKEWOOD CARE CENTER,MO,3,151,1.99
095027,BRIDGEPOINT SUBACUTE AND REHAB CAPITOL HILL,DC,2,101,1.98
115727,JEFFERSONVILLE CARE CENTER LLC,GA,2,101,1.98
225382,THE GUARDIAN CENTER,MA,2,101,1.98
315504,WEDGWOOD GARDENS CARE CENTER,NJ,2,101,1.98
145804,OAK TRACE,IL,2,101,1.98
075182,GRANDVIEW REHABILITATION AND HEALTHCARE CENTER,CT,2,101,1.98
155793,HAMILTON TRACE OF FISHERS,IN,2,101,1.98
105679,REGENTS PARK OF SUNRISE,FL,2,101,1.98
345167,YADKIN NURSING CARE CENTER,NC,2,101,1.98
195532,TOWN AND COUNTRY HEALTH & REHAB,LA,2,101,1.98
105568,WINDSOR WOODS REHAB AND HEALTHCARE CENTER,FL,2,101,1.98
105385,ROYAL OAK NURSING CENTER,FL,2,101,1.98
255218,TISHOMINGO MANOR,MS,2,101,1.98
335642,GOWANDA REHABILITATION AND NURSING CENTER,NY,3,152,1.97
335809,THE GROVE AT VALHALLA REHAB AND NURSING CENTER,NY,3,152,1.97
315229,PHOENIX CENTER FOR REHABILITATION AND PEDIATRICS,NJ,4,203,1.97
345404,THREE RIVERS HEALTH AND REHAB,NC,1,51,1.96
155357,RAWLINS HOUSE HEALTH & LIVING COMMUNITY,IN,2,102,1.96
255334,"TUNICA COUNTY HEALTH & REHAB, LLC",MS,1,51,1.96
555067,MCCLURE POST ACUTE,CA,1,51,1.96
415097,MANSION NURSING AND REHAB CENTER,RI,1,51,1.96
676463,CRIMSON HEIGHTS HEALTH & WELLNESS,TX,2,102,1.96
435045,GOOD SAMARITAN SOCIETY SIOUX FALLS VILLAGE,SD,3,153,1.96
265797,RIDGE CREST NURSING CENTER,MO,1,51,1.96
365693,WESTERN HILLS RETIREMENT VILLAGE,OH,2,102,1.96
155251,"WATERS OF HOBART SKILLED NURSING FACILITY, THE",IN,1,51,1.96
105598,HARBOURS EDGE,FL,1,51,1.96
105866,PLAZA WEST,FL,2,102,1.96
395243,LAUREL RIDGE CENTER,PA,1,51,1.96
396113,"HEALTH CENTER AT THE HILL AT WHITEMARSH, THE",PA,1,51,1.96
105652,PALATKA CENTER FOR REHABILITATION AND HEALING,FL,3,153,1.96
395436,HICKORY HOUSE NURSING HOME,PA,2,102,1.96
675356,WINDSOR NURSING AND REHABILITATION CENTER OF BASTR,TX,1,51,1.96
255213,MEADVILLE CONVALESCENT HOME,MS,1,51,1.96
445529,DECATUR WELLNESS AND REHABILITATION CENTER,TN,1,51,1.96
146071,PARK PLACE OF BELVIDERE,IL,1,51,1.96
335784,SCHERVIER PAVILION,NY,1,51,1.96
425302,REHAB CENTER OF CHERAW,SC,2,102,1.96
395941,TRANSITIONAL SUB-ACUTE UNIT,PA,1,51,1.96
315307,COMPLETE CARE AT HARBORAGE LLC,NJ,4,205,1.95
175122,DELMAR GARDENS OF LENEXA,KS,3,154,1.95
056090,CREEKSIDE REHABILITATION & BEHAVIORAL HEALTH,CA,3,154,1.95
105600,PALM GARDEN OF PORT SAINT LUCIE,FL,2,103,1.94
365712,BROOKWOOD RETIREMENT COMMUNITY,OH,2,103,1.94
225357,WINCHESTER REHABILITATION AND NURSING CENTER,MA,2,103,1.94
105680,NSPIRE HEALTHCARE LAUDERHILL,FL,2,103,1.94
225184,WEBSTER PARK REHABILITATION AND HEALTHCARE CENTER,MA,2,103,1.94
225622,NEMASKET HEALTHCARE CENTER,MA,2,103,1.94
175410,"CATHOLIC CARE CENTER, INC",KS,2,103,1.94
225508,VANTAGE AT CHELMSFORD LLC,MA,2,103,1.94
105265,EMERALD COAST CENTER,FL,2,103,1.94
335374,THE PINES AT UTICA CENTER FOR NURSING AND REHAB,NY,2,103,1.94
315460,COMPLETE CARE AT PROSPECT HEIGHTS LLC,NJ,2,103,1.94
195509,OUR LADY OF WISDOM COMMUNITY CARE CENTER,LA,2,103,1.94
365889,LODGE CARE CENTER INC THE,OH,2,103,1.94
555900,VETERANS HOME OF CALIFORNIA - FRESNO,CA,2,103,1.94
335027,WEST VILLAGE REHABILITATION AND NURSING CENTER,NY,2,103,1.94
355064,BENEDICTINE LIVING CENTER OF GARRISON,ND,1,52,1.92
465101,HURRICANE HEALTH AND REHABILITATION,UT,1,52,1.92
195373,RAYVILLE NURSING AND REHABILITATION,LA,1,52,1.92
335092,HENRY J CARTER SKILLED NURSING FACILITY,NY,3,156,1.92
245342,THE ESTATES AT GREELEY LLC,MN,1,52,1.92
105460,ASPIRE AT NORTH FLORIDA,FL,2,104,1.92
345234,HARBORVIEW LUMBERTON,NC,2,104,1.92
525350,OCOEE COLBY HEALTHCARE CENTER LLC,WI,1,52,1.92
145847,STEARNS NURSING & REHAB CENTER,IL,2,104,1.92
255215,LANDMARK OF COLLINS,MS,1,52,1.92
075436,TOUCHPOINTS AT CHESTNUT,CT,1,52,1.92
265655,GOLDEN AGE LIVING CENTER,MO,1,52,1.92
345366,GREENDALE FOREST NURSING AND REHABILITATION CENTER,NC,2,104,1.92
235662,SHELBY CROSSING HEALTH CAMPUS,MI,1,52,1.92
415068,WARREN SKILLED NURSING AND REHABILITATION,RI,1,52,1.92
255287,PASS CHRISTIAN HEALTH AND REHABILIATION CENTER,MS,1,52,1.92
245363,AICOTA HEALTH CARE CENTER,MN,1,52,1.92
225541,CARLYLE HOUSE,MA,1,52,1.92
535027,CODY REGIONAL HEALTH LONG TERM CARE CENTER,WY,1,52,1.92
175257,SHARON LANE HEALTH AND REHABILITATION,KS,1,52,1.92
675897,FRANKLIN NURSING HOME,TX,1,52,1.92
105728,ORLANDO HEALTH AND REHABILITATION CENTER,FL,7,364,1.92
155654,ENGLEWOOD HEALTH & REHABILITATION CENTER,IN,1,52,1.92
375471,LINWOOD VILLAGE NURSING & RETIREMENT APTS,OK,1,52,1.92
366353,TUSCANY GARDENS,OH,2,104,1.92
265867,NORTERRE,MO,1,52,1.92
135134,BENNETT HILLS REHABILITATION AND CARE CENTER,ID,1,52,1.92
395561,REFORMED PRESBYTERIAN HOME,PA,1,52,1.92
435047,AVANTARA PIERRE,SD,1,52,1.92
155606,WESTSIDE RETIREMENT VILLAGE,IN,2,104,1.92
335187,HUDSON POINTE AT RIVERDALE CTR FOR NURSING & REHAB,NY,3,156,1.92
676281,WESTOVER HILLS REHABILITATION AND HEALTHCARE,TX,2,104,1.92
676494,BLUEBONNET POINT WELLNESS,TX,2,105,1.90
105393,BEAR CREEK NURSING CENTER,FL,2,105,1.90
425035,J F HAWKINS NURSING HOME,SC,2,105,1.90
105819,TIFFANY HALL NURSING AND REHAB CENTER,FL,2,105,1.90
056348,"BAY VIEW REHABILITATION HOSPITAL, LLC",CA,3,158,1.90
215136,AUTUMN LAKE HEALTHCARE AT BIRCH MANOR,MD,2,105,1.90
455651,DOWNTOWN HEALTH AND REHABILITATION CENTER,TX,2,105,1.90
675346,HERITAGE OAKS NURSING AND REHABILITATION CENTER,TX,2,105,1.90
425067,RESORTS AT BEAUFORT,SC,2,105,1.90
555295,REGENTS POINT - WINDCREST,CA,1,53,1.89
115550,LILLIAN CARTER HEALTH & REHABILITATION,GA,1,53,1.89
105261,ATHENS POST ACUTE LLC,FL,1,53,1.89
675395,VAL VERDE NURSING AND REHABILITATION CENTER,TX,1,53,1.89
366417,FOUR SEASONS OF WASHINGTON NURSING AND REHAB,OH,1,53,1.89
525453,CLEARVIEW,WI,1,53,1.89
115418,PRUITTHEALTH - FORSYTH,GA,1,53,1.89
105539,HEALTHCARE AND REHAB OF SANFORD,FL,2,106,1.89
155806,WELLBROOKE OF WABASH,IN,1,53,1.89
445413,LAURELWOOD HEALTHCARE CENTER,TN,1,53,1.89
465156,SANDSTONE BOUNTIFUL,UT,1,53,1.89
495406,THE WYBE AND MARIETJE KROONTJE HEALTH CARE CENTER,VA,1,53,1.89
465184,CASCADES AT RIVERWALK,UT,2,106,1.89
075084,VILLA MARIA NURSING AND REHABILITATION COMMUNITY,CT,1,53,1.89
195558,SOUTHERN OAKS NURSING & REHABILITATION CENTER,LA,1,53,1.89
366250,KIMES NURSING & REHAB CTR,OH,1,53,1.89
365289,ROSE LANE NURSING AND REHABILITATION,OH,3,159,1.89
676094,FOCUSED CARE AT ORANGE,TX,2,106,1.89
056205,PACIFICA NURSING AND REHABILITATION CENTER,CA,1,53,1.89
056178,VALLEY CONVALESCENT HOSPITAL,CA,1,53,1.89
425008,HEARTLAND OF COLUMBIA REHAB AND NURSING CENTER,SC,2,106,1.89
366465,GLEN THE,OH,1,53,1.89
335022,SANDS POINT CENTER FOR HEALTH AND REHABILITATION,NY,3,159,1.89
146144,STONEBRIDGE NURSING & REHAB,IL,1,53,1.89
366413,OAKS AT BETHESDA THE,OH,1,53,1.89
265652,CUBA MANOR INC,MO,1,53,1.89
415023,SUNNY VIEW NURSING HOME INC,RI,1,53,1.89
366258,SHEPHERD OF THE VALLEY HOWLAND,OH,1,53,1.89
045318,CHAMBERS HEALTH AND REHABILITATION,AR,1,53,1.89
525718,WI VETERANS HOME MOSES HALL,WI,3,160,1.88
445276,CUMBERLAND VILLAGE CARE,TN,3,160,1.88
495155,ANNANDALE  HEALTHCARE CENTER,VA,4,213,1.88
165465,NEWALDAYA LIFESCAPES,IA,2,107,1.87
105658,SOLARIS HEALTHCARE LAKE ZEPHYR,FL,2,107,1.87
215145,COMPLETE CARE AT HYATTSVILLE,MD,5,268,1.87
015468,ASPIRE PHYSICAL RECOVERY CENTER AT CAHABA RIVER,AL,2,107,1.87
455621,VALLEY GRANDE MANOR,TX,2,107,1.87
115431,HARALSON NSG & REHAB CENTER,GA,2,107,1.87
345341,SILVER BLUFF INC,NC,2,107,1.87
105510,UNITY HEALTHCARE AND REHABILITATION CENTER,FL,5,267,1.87
075001,ST JOSEPH'S CENTER,CT,3,161,1.86
115005,PARK PLACE NURSING FACILITY,GA,3,161,1.86
075117,"NATHANIEL WITHERELL, THE",CT,3,161,1.86
395117,"LUTHERAN HOME AT TOPTON, THE",PA,3,161,1.86
445402,"BEDROCKHC AT SPRING MEADOWS, LLC",TN,2,108,1.85
035107,HAVEN OF PHOENIX,AZ,2,108,1.85
675008,CHEROKEE ROSE NURSING AND REHABILITATION,TX,1,54,1.85
366373,BROOKDALE WESTLAKE VILLAGE,OH,1,54,1.85
395901,TITUSVILLE HEALTHCARE AND REHABILITATION CENTER,PA,1,54,1.85
425174,MCCOY MEMORIAL NURSING CENTER,SC,2,108,1.85
195568,"WYATT MANOR NURSING AND REHAB CTR, INC",LA,1,54,1.85
255267,CLARKSDALE NURSING CENTER,MS,1,54,1.85
165340,GRANDVIEW HEALTHCARE CENTER,IA,1,54,1.85
225456,OCEANSIDE REHABILITATION AND NURSING CENTER,MA,1,54,1.85
335178,BROOKLYN CTR FOR REHAB AND RESIDENTIAL HEALTH CARE,NY,5,271,1.85
165501,COMMUNITY CARE CENTER,IA,1,54,1.85
185244,STANFORD CROSSING,KY,2,108,1.85
195302,TRINITY TRACE COMMUNITY CARE CENTER,LA,2,108,1.85
675619,OAKS NURSING CENTER,TX,1,54,1.85
145436,APOSTOLIC CHRISTIAN RESTMOR,IL,1,54,1.85
106115,BRIDGEWATER PARK HEALTH & REHABILITATION CENTER,FL,2,108,1.85
335647,"WILLIAMSVILLE SUBURBAN, L L C",NY,3,162,1.85
105641,NSPIRE HEALTHCARE KENDALL,FL,2,108,1.85
015445,CHERRY HILL REHABILITATION & HEALTHCARE CENTER,AL,2,108,1.85
375443,CLEVELAND CARE AND REHAB CENTER,OK,1,54,1.85
335090,ELIZABETH CHURCH MANOR NURSING HOME,NY,2,108,1.85
155193,GREENWOOD HEALTHCARE CENTER,IN,3,162,1.85
265839,ABBEY SENIOR HEALTH,MO,1,54,1.85
235669,MAPLE MANOR REHAB CENTER OF NOVI INC,MI,1,54,1.85
035096,"HAVEN OF SANDPOINTE, LLC",AZ,2,108,1.85
075301,CALEB HITCHCOCK HEALTH CENTER,CT,1,54,1.85
055261,PILGRIM PLACE HEALTH SERVICES CENTER,CA,1,54,1.85
056345,SAN LEANDRO HEALTHCARE CENTER,CA,1,54,1.85
265414,SURREY PLACE ST LUKES HOSP SKILLED NURSING,MO,1,54,1.85
105482,BREEZY HILLS REHAB AND CARE CENTER,FL,2,108,1.85
105324,BAYVIEW CENTER,FL,2,109,1.83
125064,CLARENCE TC CHING VILLAS AT ST FRANCIS,HI,2,109,1.83
195571,OLD JEFFERSON COMMUNITY CARE CENTER,LA,2,109,1.83
105467,WILLISTON CARE CENTER AND REHAB,FL,2,109,1.83
395628,RENAISSANCE HEALTHCARE & REHABILITATION CENTER,PA,2,109,1.83
335320,SPRAIN BROOK MANOR REHAB,NY,2,109,1.83
445131,BEVERLY PARK PLACE HEALTH AND REHAB,TN,3,164,1.83
105038,BEACHSIDE CENTER FOR REHABILITATION AND NURSING,FL,3,164,1.83
105917,ASPIRE AT JACKSONVILLE,FL,2,109,1.83
115329,HARBORVIEW HEALTH SYSTEMS THOMASTON,GA,2,109,1.83
175566,GRAND PLAINS SKILLED NURSING BY AMERICARE,KS,1,55,1.82
185435,MAGNOLIA VILLAGE NURSING AND REHABILITATION CENTER,KY,1,55,1.82
106059,DOUGLAS JACOBSON STATE VETERANS NURSING HOME,FL,2,110,1.82
105987,HUNTERS CREEK NURSING AND REHAB CENTER,FL,2,110,1.82
255102,DIVERSICARE OF RIPLEY,MS,2,110,1.82
255289,RIVER CHASE VILLAGE,MS,1,55,1.82
445488,SOMERFIELD AT THE HERITAGE,TN,1,55,1.82
335274,SAN SIMEON BY THE SOUND CENTER FOR NURSING & REHAB,NY,2,110,1.82
265761,LINCOLN COMMUNITY CARE CENTER,MO,1,55,1.82
445117,"NHC HEALTHCARE, SCOTT",TN,1,55,1.82
225394,WOBURN REHABILITATION AND NURSING CENTER,MA,2,110,1.82
055410,BRIGHTON POST ACUTE,CA,2,110,1.82
145770,ALLURE OF MT CARROLL,IL,1,55,1.82
555418,ST FRANCIS HEALTHCARE CENTER,CA,1,55,1.82
345328,GIVENS HEALTH CENTER,NC,1,55,1.82
375433,"VIAN NURSING & REHAB, LLC",OK,1,55,1.82
676327,THE SPRINGS HEALTHCARE AND REHABILITATION,TX,2,110,1.82
255114,CLEVELAND NURSING AND REHABILITATION CENTER,MS,2,110,1.82
045346,DIERKS HEALTH AND REHAB OF DIERKS,AR,1,55,1.82
105509,SEABRANCH HEALTH AND REHABILITATION CENTER,FL,2,110,1.82
555520,LEISURE COURT NURSING CENTER,CA,2,110,1.82
315375,FOREST HILLS CENTER FOR REHABILITATION AND HEALING,NJ,2,110,1.82
225555,MARY ANN MORSE NURSING & REHABILITATION,MA,2,110,1.82
475049,BEL AIRE CENTER,VT,1,55,1.82
365680,VANCREST OF HICKSVILLE,OH,1,55,1.82
265856,FAIR VIEW HEALTH CARE CENTER,MO,1,55,1.82
365336,LOCUST RIDGE HEALTHCARE LLC,OH,1,55,1.82
385253,BEND TRANSITIONAL CARE,OR,1,55,1.82
125046,PU'UWAI 'O MAKAHA,HI,1,55,1.82
455910,CHANDLER NURSING CENTER,TX,1,55,1.82
335197,MONROE COMMUNITY HOSPITAL,NY,7,386,1.81
225323,CARE ONE AT PEABODY,MA,2,111,1.80
045345,THE BLOSSOMS AT FORT SMITH REHAB & NURSING CENTER,AR,2,111,1.80
015128,"NHC HEALTHCARE, MOULTON",AL,2,111,1.80
105420,LOURDES-NOREEN MCKEEN RESIDENCE FOR GERIATRIC CARE,FL,2,111,1.80
035103,CITADEL POST ACUTE,AZ,2,111,1.80
105529,HERITAGE PARK NURSING CENTER,FL,2,111,1.80
425296,PRUITTHEALTH- NORTH AUGUSTA,SC,2,111,1.80
395964,SHIPPENSBURG REHABILITATION AND HEALTH CARE CENTER,PA,2,111,1.80
395555,PENNSBURG MANOR,PA,2,111,1.80
335236,ROBINSON TERRACE,NY,2,111,1.80
676211,WESLEY WOODS HEALTH & REHABILITATION,TX,2,111,1.80
195507,HERITAGE MANOR OF VILLE PLATTE,LA,2,111,1.80
515140,TRINITY HEALTH CARE OF LOGAN,WV,2,111,1.80
535032,LIFE CARE CENTER OF CHEYENNE,WY,2,111,1.80
675852,ADVANCED REHABILITATION AND HEALTHCARE OF WICHITA,TX,3,167,1.80
676391,WINDSOR CALALLEN,TX,2,111,1.80
245491,MOOSE LAKE VILLAGE,MN,1,56,1.79
395870,QUALITY LIFE SERVICES - MARKLEYSBURG,PA,1,56,1.79
525476,LUTHER HOME,WI,1,56,1.79
225154,M I NURSING & RESTORATIVE CENTER,MA,3,168,1.79
185224,BOWLING GREEN NURSING AND REHABILITATION CENTER,KY,1,56,1.79
365428,SANCTUARY WADSWORTH,OH,1,56,1.79
155523,RICHLAND BEAN BLOSSOM HEALTH CARE CENTER,IN,1,56,1.79
555140,BRADLEY COURT,CA,1,56,1.79
515057,TAYLOR HEALTHCARE CENTER,WV,1,56,1.79
195567,MAISON DU MONDE LIVING CENTER,LA,2,112,1.79
345438,THE LAURELS OF SUMMIT RIDGE,NC,1,56,1.79
105302,OAK HAVEN REHAB AND NURSING CENTER,FL,2,112,1.79
175300,SALINA PRESBYTERIAN MANOR,KS,1,56,1.79
345491,CROATAN RIDGE NURSING AND REHABILITATION CENTER,NC,1,56,1.79
105280,TARPON BAYOU CENTER,FL,2,112,1.79
495398,DINWIDDIE HEALTH AND REHAB CENTER,VA,1,56,1.79
265849,MCKNIGHT PLACE EXTENDED CARE,MO,1,56,1.79
335574,GREENE MEADOWS NURSING AND REHABILITATION CENTER,NY,2,112,1.79
255249,COMPERE NH INC,MS,1,56,1.79
676415,SHERIDAN MEDICAL LODGE,TX,2,112,1.79
445422,ETOWAH HEALTH CARE CENTER,TN,1,56,1.79
675230,PINE GROVE NURSING CENTER,TX,1,56,1.79
265848,COMMUNITIES OF WILDWOOD RANCH,MO,2,112,1.79
056338,MORNING STAR POST ACUTE,CA,1,56,1.79
675152,DOGWOOD TRAILS MANOR,TX,1,56,1.79
075341,PENDLETON REHABILITATION AND NURSING CENTER,CT,2,112,1.79
225298,NORTHWOOD REHABILITATION & HEALTHCARE CENTER,MA,2,112,1.79
105293,EGRET COVE CENTER,FL,2,112,1.79
255251,MS CARE CENTER OF DEKALB,MS,1,56,1.79
375285,SAND SPRINGS NURSING AND REHABILITATION,OK,1,56,1.79
