PROVIDER_NAME,STATE,MONTH,TOTAL_NURSE_HOURS,TOTAL_PATIENT_DAYS,NURSE_HOURS_TO_PATIENT_RATIO
SKY VIEW REHABILITATION & HEALTH CARE CENTER L L C,NY,1970-08,557.5,170,3.28
GOWANDA REHABILITATION AND NURSING CENTER,NY,1970-08,499,152,3.28
EAST NECK NURSING & REHABILITATION CENTER,NY,1970-08,800.7,245,3.27
ELDERWOOD AT LIVERPOOL,NY,1970-08,491.05,150,3.27
THE GRAND REHABILITATION AND NURSING AT SOUTH POIN,NY,1970-08,592.25,181,3.27
ELCOR NURSING  AND REHABILITATION CENTER,NY,1970-08,912.66,279,3.27
HUMBOLDT HOUSE REHABILITATION AND NURSING CENTER,NY,1970-08,519,159,3.26
ST JOHNSVILLE REHABILITATION AND NURSING CENTER,NY,1970-08,380.34,117,3.25
REGAL HEIGHTS REHABILITATION AND HEALTH CARE CTR,NY,1970-08,888.45,274,3.24
EGER HEALTH CARE AND REHABILITATION CENTER,NY,1970-08,1036.49,320,3.24
THE CHATEAU AT BROOKLYN REHAB AND NURSING CENTER,NY,1970-08,583.98,180,3.24
"NORTHERN RIVERVIEW HEALTH CARE, INC",NY,1970-08,567.5,175,3.24
ST JOHNLAND NURSING CENTER INC,NY,1970-08,785,243,3.23
ELDERWOOD AT WHEATFIELD,NY,1970-08,362.2,112,3.23
MAPLE CITY REHABILITATION AND NURSING CENTER,NY,1970-08,354.89,110,3.23
GOLDEN HILL NURSING AND REHABILITATION CENTER,NY,1970-08,817,254,3.22
MVHS REHABILITATION AND NURSING CENTER,NY,1970-08,457.63,142,3.22
PINE FOREST CARE CENTER FOR REHAB & HEALTHCARE,NY,1970-08,238.55,74,3.22
TROY CENTER FOR REHABILITATION AND NURSING,NY,1970-08,247.25,77,3.21
M M EWING CONTINUING CARE CENTER,NY,1970-08,556.12,173,3.21
CARMEL RICHMOND HEALTHCARE AND REHAB CENTER,NY,1970-08,965.25,301,3.21
SALAMANCA REHABILITATION & NURSING CENTER,NY,1970-08,318.1,99,3.21
FAR ROCKAWAY CENTER FOR REHABILITATION AND NURSING,NY,1970-08,313,98,3.19
EAST HAVEN NURSING & REHABILITATION CENTER,NY,1970-08,624.46,196,3.19
KING DAVID CENTER FOR NURSING AND REHABILITATION,NY,1970-08,859.5,270,3.18
PATHWAYS NURSING AND REHABILITATION CENTER,NY,1970-08,346.5,109,3.18
BRIDGEWATER CENTER FOR REHAB & NURSING L L C,NY,1970-08,967.72,304,3.18
THE GRAND REHABILITATION AND NURSING AT BATAVIA,NY,1970-08,187.75,59,3.18
EVERGREEN COMMONS REHABILITATION AND NURSING CTR,NY,1970-08,739.21,233,3.17
OUR LADY OF CONSOLATION NURSING AND REHAB CARE CTR,NY,1970-08,853.5,270,3.16
HOUGHTON REHABILITATION & NURSING CENTER,NY,1970-08,224.4,71,3.16
THE GROVE AT VALHALLA REHAB AND NURSING CENTER,NY,1970-08,479.8,152,3.16
SCHERVIER NURSING CARE CENTER,NY,1970-08,1119.58,354,3.16
MORRIS PARK REHABILITATION AND NURSING CENTER,NY,1970-08,569.88,181,3.15
ROCHESTER CENTER FOR REHABILITATION AND NURSING,NY,1970-08,384.75,122,3.15
DUNKIRK REHABILITATION & NURSING CENTER,NY,1970-08,116.5,37,3.15
GREENE MEADOWS NURSING AND REHABILITATION CENTER,NY,1970-08,351.5,112,3.14
ST MARYS CENTER INC,NY,1970-08,97.25,31,3.14
CYPRESS GARDEN CENTER FOR NURSING AND REHAB,NY,1970-08,806.18,257,3.14
BRIARCLIFF MANOR CENTER FOR REHAB AND NURSING CARE,NY,1970-08,350.38,112,3.13
PUTNAM NURSING & REHABILITATION CENTER,NY,1970-08,353.5,113,3.13
GLENGARIFF HEALTH CARE CENTER,NY,1970-08,742.5,237,3.13
HERITAGE VILLAGE REHAB AND SKILLED NURSING INC.,NY,1970-08,236.8,76,3.12
DELHI REHABILITATION AND NURSING CENTER,NY,1970-08,493,158,3.12
THE PEARL NURSING CENTER OF ROCHESTER,NY,1970-08,345.8,111,3.12
THE GRAND REHABILITATION AND NURSING AT GREAT NECK,NY,1970-08,621.25,200,3.11
WATERVIEW NURSING CARE CENTER,NY,1970-08,542.11,175,3.1
WATERS EDGE AT PORT JEFFERSON FOR REHAB AND NRSG,NY,1970-08,347.28,112,3.1
"THE NEW JEWISH HOME, SARAH NEUMAN",NY,1970-08,868.35,281,3.09
BROOKLYN UNITED METHODIST CHURCH HOME,NY,1970-08,352.75,114,3.09
CROWN PARK REHABILITATION AND NURSING CENTER,NY,1970-08,543.25,176,3.09
BRIDGE VIEW NURSING HOME,NY,1970-08,615.25,200,3.08
CONCOURSE REHABILITATION AND NURSING CENTER INC,NY,1970-08,742.7,241,3.08
ELM MANOR NURSING AND REHABILITATION CENTER,NY,1970-08,141.7,46,3.08
NEW YORK CONGREGATIONAL NURSING CENTER,NY,1970-08,589.07,191,3.08
ELDERWOOD AT HAMBURG,NY,1970-08,419.52,136,3.08
REBEKAH REHAB AND EXTENDED CARE CENTER,NY,1970-08,653.75,212,3.08
BEZALEL REHABILITATION AND NURSING CENTER,NY,1970-08,337.97,110,3.07
THE VILLAGES OF ORLEANS HEALTH AND REHAB CENTER,NY,1970-08,368.76,120,3.07
HOPE CENTER FOR H I V AND NURSING CARE,NY,1970-08,193.25,63,3.07
PENN YAN MANOR NURSING HOME INC,NY,1970-08,141,46,3.07
PARK GARDENS REHABILITATION & NURSING CENTER L L C,NY,1970-08,571.4,187,3.06
PINNACLE MULTICARE NURSING AND REHAB CENTER,NY,1970-08,1422.3,465,3.06
KIRKHAVEN,NY,1970-08,401.26,131,3.06
PROMENADE REHABILITATION AND HEALTH CARE CENTER,NY,1970-08,678,222,3.05
MAYFAIR CARE CENTER,NY,1970-08,615.5,202,3.05
ISLAND NURSING AND REHAB CENTER,NY,1970-08,293,96,3.05
WAYNE CENTER FOR NURSING & REHABILITATION,NY,1970-08,729.21,240,3.04
"CATON PARK REHAB AND NURSING CENTER, L L C",NY,1970-08,346.33,114,3.04
ST VINCENT DEPAUL RESIDENCE,NY,1970-08,359.25,118,3.04
RENAISSANCE REHABILITATION AND NURSING CARE CENTER,NY,1970-08,338.75,112,3.02
ONTARIO CENTER FOR REHABILITATION AND HEALTHCARE,NY,1970-08,295.5,98,3.02
MONTGOMERY NURSING AND REHABILITATION CENTER,NY,1970-08,291.5,97,3.01
THE HAMPTONS CENTER FOR REHABILITATION AND NURSING,NY,1970-08,644.24,215,3
THE PLAZA REHAB AND NURSING CENTER,NY,1970-08,2228.29,742,3
CENTRAL QUEENS REHAB & NURSING CENTER,NY,1970-08,591.7,197,3
THE CITADEL REHAB AND NURSING CTR AT KINGSBRIDGE,NY,1970-08,1106.5,369,3
ESSEX CENTER FOR REHABILITATION AND HEALTHCARE,NY,1970-08,292.75,98,2.99
CONESUS LAKE NURSING HOME,NY,1970-08,143.48,48,2.99
THE BAPTIST HOME AT BROOKMEADE,NY,1970-08,291.82,98,2.98
THE CENTER FOR NURSING AND REHAB AT HOOSICK FALLS,NY,1970-08,188,63,2.98
THE RIVERSIDE,NY,1970-08,1459.69,492,2.97
WESLEY GARDENS CORPORATION,NY,1970-08,347.2,117,2.97
CARTHAGE CENTER FOR REHABILITATION AND NURSING,NY,1970-08,255.23,86,2.97
CROWN HEIGHTS CENTER FOR NURSING AND REHAB,NY,1970-08,864.25,291,2.97
GLEN ISLAND CENTER FOR NURSING AND REHABILITATION,NY,1970-08,542,184,2.95
ST JOSEPHS HOME,NY,1970-08,229.75,78,2.95
MORNINGSIDE NURSING AND REHABILITATION CENTER,NY,1970-08,868.33,294,2.95
RIVERSIDE CENTER FOR REHABILITATION AND NURSING,NY,1970-08,221.35,75,2.95
SALEM HILLS REHABILITATION AND NURSING CENTER,NY,1970-08,352.25,120,2.94
ELDERWOOD AT WAVERLY,NY,1970-08,525.9,179,2.94
NEW RIVERDALE REHAB AND NURSING,NY,1970-08,405.25,138,2.94
VALLEY HEALTH SERVICES INC,NY,1970-08,355.53,121,2.94
AUTUMN VIEW HEALTH CARE FACILITY L L C,NY,1970-08,630.61,215,2.93
PARK NURSING HOME,NY,1970-08,501.25,171,2.93
GOOD SAMARITAN NURSING AND REHABILITATION CARE CTR,NY,1970-08,225.93,77,2.93
FOLTSBROOK CENTER FOR NURSING AND REHABILITATION,NY,1970-08,394.5,135,2.92
SAPPHIRE CENTER FOR REHAB & NURSING,NY,1970-08,640.5,219,2.92
HUDSON PARK REHABILITATION AND NURSING CENTER,NY,1970-08,500.85,172,2.91
FINGER LAKES CENTER FOR LIVING,NY,1970-08,229.9,79,2.91
THE PHOENIX REHABILITATION AND NURSING CENTER,NY,1970-08,1121.5,387,2.9
FORDHAM NURSING AND REHABILITATION CENTER,NY,1970-08,673.72,232,2.9
OCEANVIEW NURSING & REHABILITATION CARE CENTER,NY,1970-08,288.93,100,2.89
THROGS NECK EXTENDED CARE FACILITY,NY,1970-08,569.5,197,2.89
THE GRAND REHABILITATION AND NURSING AT UTICA,NY,1970-08,582.75,202,2.88
BRONX PARK REHABILITATION & NURSING CENTER,NY,1970-08,656.25,228,2.88
ABSOLUT CTR FOR NURSING & REHAB THREE RIVERS L L C,NY,1970-08,291.46,102,2.86
MARIA REGINA REHABILITATION AND NURSING,NY,1970-08,467.25,164,2.85
ELDERWOOD AT TICONDEROGA,NY,1970-08,204.2,72,2.84
MASSENA REHABILITATION & NURSING CENTER,NY,1970-08,418.5,148,2.83
THE PARAMOUNT AT SOMERS REHAB AND NURSING CENTER,NY,1970-08,798.47,282,2.83
DOWNTOWN BROOKLYN NURSING & REHABILITATION CENTER,NY,1970-08,850.42,302,2.82
HIGHBRIDGE WOODYCREST CENTER,NY,1970-08,247.31,88,2.81
CHASEHEALTH REHAB AND RESIDENTIAL CARE,NY,1970-08,207.64,74,2.81
HUDSON POINTE AT RIVERDALE CTR FOR NURSING & REHAB,NY,1970-08,438.25,156,2.81
ELMHURST CARE CENTER INC,NY,1970-08,639.35,229,2.79
HERITAGE PARK REHAB & SKILLED NURSING,NY,1970-08,357.2,129,2.77
ABSOLUT CTR FOR NURSING & REHAB ALLEGANY L L C,NY,1970-08,93.78,34,2.76
PLATTSBURGH REHABILITATION AND NURSING CENTER,NY,1970-08,217.42,79,2.75
THE GRAND REHABILITATION AND NURSING AT ROME,NY,1970-08,388.5,142,2.74
SEAGATE REHABILITATION AND NURSING CENTER,NY,1970-08,974.6,356,2.74
LIVINGSTON HILLS NURSING AND REHABILITATION CENTER,NY,1970-08,303.25,111,2.73
THE GRAND REHABILITATION AND NRSG AT GUILDERLAND,NY,1970-08,342.5,127,2.7
GRANVILLE CENTER FOR REHABILITATION AND NURSING,NY,1970-08,320.25,119,2.69
ST LUKE RESIDENTIAL HEALTH CARE FACILITY INC,NY,1970-08,388.25,145,2.68
STATEN ISLAND CARE CENTER,NY,1970-08,762.7,285,2.68
THE GRAND REHABILITATION & NURSING AT DELAWARE PAR,NY,1970-08,245.75,92,2.67
WATERVIEW HEIGHTS REHABILITATION AND NURSING CTR,NY,1970-08,549.25,206,2.67
MANHATTANVILLE HEALTH CARE CENTER,NY,1970-08,510.5,192,2.66
PONTIAC NURSING HOME,NY,1970-08,149,56,2.66
"WEST LAWRENCE CARE CENTER, L L C",NY,1970-08,448.75,171,2.62
HIGHLANDS LIVING CENTER,NY,1970-08,294.73,113,2.61
PELHAM PARKWAY NURSING CARE & REHAB FACILITY L L C,NY,1970-08,427,164,2.6
THE ELEANOR NURSING CARE CENTER,NY,1970-08,270.25,105,2.57
"SAFIRE REHABILITATION OF SOUTHTOWN, L L C",NY,1970-08,269.58,105,2.57
CAPSTONE CENTER FOR REHABILITATION AND NURSING,NY,1970-08,294,115,2.56
ABSOLUT CTR FOR NURSING & REHAB WESTFIELD L L C,NY,1970-08,255.89,102,2.51
ATRIUM CENTER FOR REHABILITATION AND NURSING,NY,1970-08,922.48,370,2.49
PREMIER NSG & REHAB CENTER OF FAR ROCKAWAY,NY,1970-08,445.5,179,2.49
MORNINGSTAR RESIDENTIAL CARE CENTER,NY,1970-08,261.51,105,2.49
BEECHTREE CENTER FOR REHABILITATION AND NURSING,NY,1970-08,293.12,118,2.48
HERITAGE GREEN REHAB & SKILLED NURSING,NY,1970-08,294.71,120,2.46
BROOKHAVEN REHAB & HEALTH CARE CENTER L L C,NY,1970-08,700.5,289,2.42
MOSHOLU PARKWAY NURSING & REHABILITATION CENTER,NY,1970-08,269.09,117,2.3
CHAUTAUQUA NURSING AND REHABILITATION CENTER,NY,1970-08,455.45,199,2.29
NEWFANE REHAB & HEALTH CARE CENTER,NY,1970-08,376.15,165,2.28
PALATINE NURSING HOME,NY,1970-08,142,64,2.22
EAST SIDE NURSING HOME,NY,1970-08,163.25,78,2.09
OCEAN GARDENS CARE CENTER,NY,1970-08,476.38,258,1.85
"HAVEN MANOR HEALTH CARE CENTER, L L C",NY,1970-08,381.75,224,1.7
GOLDEN GATE REHABILITATION & HEALTH CARE CENTER,NY,1970-08,163.37,230,0.71
HIGHLAND REHABILITATION AND NURSING CENTER,NY,1970-08,36.1,78,0.46
JAMAICA HOSPITAL NURSING HOME CO INC,NY,1970-08,104,229,0.45
KENDAL AT OBERLIN,OH,1970-08,44.83,4,11.21
ELIZA AT CHAGRIN FALLS,OH,1970-08,96,12,8
TWIN LAKES,OH,1970-08,245.41,31,7.92
WINDSOR MEDICAL CENTER INC,OH,1970-08,75.2,10,7.52
ST MARY OF THE WOODS,OH,1970-08,305.67,46,6.65
REST HAVEN NURSING HOME,OH,1970-08,116.4,18,6.47
WILLOW RIDGE OF MENNONITE HOME COMMUNITIES OF OHIO,OH,1970-08,128.5,20,6.43
CENTER FOR REHABILITATION AT HAMPTON WOODS THE,OH,1970-08,134,21,6.38
CANTERBURY OF TWINSBURG,OH,1970-08,261.89,42,6.24
BIRCHAVEN RETIREMENT VILLAGE,OH,1970-08,588.5,95,6.19
EUCLID SUBACUTE CARE CENTER,OH,1970-08,129.5,21,6.17
"CATHERINE'S CARE CENTER, INC",OH,1970-08,103.73,17,6.1
ROBERT A  BARNES CENTER,OH,1970-08,158.5,26,6.1
REGINA HEALTH CENTER,OH,1970-08,509.95,86,5.93
ADVANCED HEALTH CARE OF CINCINNATI,OH,1970-08,123.7,21,5.89
OHIO LIVING SWAN CREEK,OH,1970-08,162.98,28,5.82
BERKELEY SQUARE RETIREMENT CEN,OH,1970-08,168.15,29,5.8
WAYNE COUNTY CARE CENTER,OH,1970-08,237,41,5.78
BAYLEY PLACE,OH,1970-08,548.77,95,5.78
"BETHANY NURSING HOME, INC",OH,1970-08,449.66,78,5.76
SNF-THE VILLA AT MARYMOUNT,OH,1970-08,493.83,86,5.74
JUDSON PARK,OH,1970-08,164.24,29,5.66
BEECHWOOD HOME FOR INCURABLES,OH,1970-08,407.75,73,5.59
MARJORIE P LEE RETIREMENT COMMUNITY,OH,1970-08,389.2,70,5.56
SHEPHERD OF THE VALLEY POLAND,OH,1970-08,160,29,5.52
ARBORS AT MILFORD,OH,1970-08,346.25,63,5.5
WOOSTER COMMUNITY HOSPITAL SNF,OH,1970-08,115,21,5.48
CHESTERWOOD VILLAGE,OH,1970-08,613.95,113,5.43
OHIO VETERANS HOME - GEORGETOWN,OH,1970-08,437.4,81,5.4
ALS MOUNT VERNON INC,OH,1970-08,102.33,19,5.39
DRAKE CENTER INC,OH,1970-08,317.62,59,5.38
DEUPREE COTTAGES,OH,1970-08,111.8,21,5.32
WESLEY GLEN HEALTH SERVICES CORP,OH,1970-08,212.4,40,5.31
HARRISON TRAIL HEALTH CAMPUS,OH,1970-08,238.98,45,5.31
S.E.M. HAVEN HEALTH CARE CENTER,OH,1970-08,386.25,73,5.29
ENNISCOURT NURSING CARE,OH,1970-08,230.05,44,5.23
WORTHINGTON CHRISTIAN VILLAGE,OH,1970-08,161.25,31,5.2
BRETHREN CARE VILLAGE HEALTH CARE CENTER,OH,1970-08,369.55,71,5.2
THE MEADOWS AT OSBORN PARK,OH,1970-08,540,104,5.19
JAMESTOWNE REHABILITATION,OH,1970-08,201.97,39,5.18
MERIT HOUSE LLC,OH,1970-08,278.62,54,5.16
PARKSIDE NURSING AND REHABILITATION  CENTER,OH,1970-08,358.75,70,5.13
LIBERTY STATION HEALTH CAMPUS,OH,1970-08,128.35,25,5.13
AVENTURA AT WEST PARK,OH,1970-08,347.5,68,5.11
OTTAWA CO RIVERVIEW NURSING HO,OH,1970-08,368.25,72,5.11
CYPRESS POINTE HEALTH CAMPUS,OH,1970-08,314.69,62,5.08
HILL VIEW RETIREMENT CENTER,OH,1970-08,278.47,55,5.06
WESTERN RESERVE MASONIC COMM,OH,1970-08,191.68,38,5.04
OHIO VETERANS HOME,OH,1970-08,857.5,170,5.04
OTTERBEIN NEW ALBANY,OH,1970-08,276.88,55,5.03
OTTERBEIN AT MAINEVILLE,OH,1970-08,261.61,52,5.03
OHMAN FAMILY LIVING AT BLOSSOM,OH,1970-08,215.04,43,5
ST AUGUSTINE MANOR,OH,1970-08,930,186,5
MOUNT SAINT JOSEPH REHAB CENTER,OH,1970-08,394.91,79,5
ARBORS AT SPRINGFIELD,OH,1970-08,169.83,34,4.99
LARCHWOOD CARE,OH,1970-08,317.75,64,4.96
AHC OF LANDERHAVEN LLC,OH,1970-08,103.5,21,4.93
CENTERBURG RESPIRATORY & SPECIALTY REHAB CTR,OH,1970-08,78.75,16,4.92
ALTENHEIM,OH,1970-08,560.13,114,4.91
LIMA CONVALESCENT HOME,OH,1970-08,332.87,68,4.9
WESLEY WOODS AT NEW ALBANY,OH,1970-08,73,15,4.87
OHIO LIVING BRECKENRIDGE VILLAGE,OH,1970-08,324.64,67,4.85
OTTERBEIN-CRIDERSVILLE,OH,1970-08,202.75,42,4.83
ARC AT TROTWOOD LLC,OH,1970-08,341.83,71,4.81
WESTERWOOD REHABILITATION,OH,1970-08,317.5,66,4.81
PARK VILLAGE HC NP LLC,OH,1970-08,178.05,37,4.81
MT HEALTHY CHRISTIAN HOME,OH,1970-08,330.94,69,4.8
HOSPITALITY CENTER FOR REHABILITATION AND HEALING,OH,1970-08,234.55,49,4.79
MOUNT NOTRE DAME HEALTH CENTER,OH,1970-08,191.27,40,4.78
MOTHER ANGELINE MCCRORY MANOR,OH,1970-08,538,113,4.76
"ALTERCARE OF NOBLES POND, INC",OH,1970-08,284.75,60,4.75
AVENUE AT BROADVIEW HEIGHTS,OH,1970-08,275.5,58,4.75
PARKVIEW CARE CENTER,OH,1970-08,118.75,25,4.75
OHIO LIVING LLANFAIR,OH,1970-08,156.85,33,4.75
COLONIAL NURSING CENTER OF ROCKFORD,OH,1970-08,85,18,4.72
OTTERBEIN GAHANNA,OH,1970-08,240.23,51,4.71
OTTERBEIN MONCLOVA,OH,1970-08,248.87,53,4.7
VIOLET SPRINGS HEALTH CAMPUS,OH,1970-08,220.18,47,4.68
VANCREST OF ADA,OH,1970-08,265.5,57,4.66
ARCAT CINCINNATI,OH,1970-08,399.15,86,4.64
LIBERTY RETIREMENT COMMUNITY OF LIMA INC,OH,1970-08,240.5,52,4.63
"MCV HEALTH CARE FACILITIES, INC",OH,1970-08,314.1,68,4.62
THE SANCTUARY AT TUTTLE CROSSING,OH,1970-08,244.96,53,4.62
SAMARITAN CARE CENTER AND VILLA,OH,1970-08,193.45,42,4.61
GATEWAY SPRINGS HEALTH CAMPUS,OH,1970-08,216.64,47,4.61
THE LAURELS OF CHAGRIN FALLS,OH,1970-08,151.91,33,4.6
DOVERWOOD VILLAGE,OH,1970-08,353.36,77,4.59
NEW DAWN REHABILITATION AND HEALTHCARE CENTER,OH,1970-08,307.86,67,4.59
OTTERBEIN SUNSET HOUSE,OH,1970-08,73.5,16,4.59
OHIO LIVING DOROTHY LOVE,OH,1970-08,197.1,43,4.58
OHIO LIVING QUAKER HEIGHTS,OH,1970-08,268.3,59,4.55
HILLSPRING HEALTH CARE & REHAB,OH,1970-08,562.65,124,4.54
KINGSTON REHABILITATION OF PERRYSBURG,OH,1970-08,222.5,49,4.54
ST CATHERINES MANOR OF WASHINGTON COURT HOUSE,OH,1970-08,208.7,46,4.54
GRAFTON OAKS NURSING AND REHABILITATION CENTER,OH,1970-08,331,73,4.53
OHIO LIVING LAKE VISTA,OH,1970-08,172.17,38,4.53
AYDEN HEALTHCARE OF WAUSEON,OH,1970-08,194.78,43,4.53
EMBASSY OF LEBANON,OH,1970-08,266.44,59,4.52
KINGSTON OF MIAMISBURG,OH,1970-08,374.75,83,4.52
THE PAVILION AT PIKETON,OH,1970-08,375,83,4.52
WELSH HOME THE,OH,1970-08,330.18,73,4.52
MEMORIAL GABLES,OH,1970-08,437.77,97,4.51
KINGSTON CARE CENTER OF SYLVANIA,OH,1970-08,442,98,4.51
OTTERBEIN AT GRANVILLE,OH,1970-08,76.75,17,4.51
LOUISVILLE GARDENS CARE CENTER,OH,1970-08,117,26,4.5
WEXNER HERITAGE HOUSE,OH,1970-08,414.25,92,4.5
WEST VIEW HEALTHY LIVING,OH,1970-08,364.24,81,4.5
PICKERINGTON CARE AND REHABILITATION,OH,1970-08,292.17,65,4.49
WELCOME NURSING HOME,OH,1970-08,377.43,84,4.49
ELMWOOD ASSISTED LIVING & SKILLED NURSING OF FREMO,OH,1970-08,102.73,23,4.47
SLOVENE HOME FOR THE AGED,OH,1970-08,321.5,72,4.47
SPRINGFIELD MASONIC COMMUNITY,OH,1970-08,343.75,77,4.46
KINGSTON OF VERMILION,OH,1970-08,441.75,99,4.46
PLEASANTVIEW CARE CENTER,OH,1970-08,707,159,4.45
ANNA MARIA OF AURORA,OH,1970-08,405.18,91,4.45
SANCTUARY AT WILMINGTON PLACE,OH,1970-08,235.63,53,4.45
TWILIGHT GARDENS NURSING AND REHABILITATION,OH,1970-08,333.62,75,4.45
NEW ALBANY CARE CENTER,OH,1970-08,271.75,61,4.45
LANDINGS OF WESTERVILLE HEALTH AND REHAB THE,OH,1970-08,510.75,115,4.44
"HAMPTON WOODS NURSING CENTER, INC",OH,1970-08,270,61,4.43
ARBORS AT MARIETTA,OH,1970-08,442.75,100,4.43
MOHUN HEALTH CARE CENTER,OH,1970-08,314.22,71,4.43
TRIPLE CREEK RETIREMENT COMMUNITY,OH,1970-08,193.98,44,4.41
AURORA MANOR SPECIAL CARE CENT,OH,1970-08,220,50,4.4
VILLAGE GREEN HEALTH CAMPUS,OH,1970-08,197.35,45,4.39
BEST CARE HEALTH AND REHABILITATION,OH,1970-08,307.25,70,4.39
CEDARS OF LEBANON CARE CENTER,OH,1970-08,196.47,45,4.37
EASTGATE HEALTH CARE CENTER,OH,1970-08,634.3,145,4.37
NORTHCREST REHAB AND NURSING CENTER,OH,1970-08,283.49,65,4.36
CONVALARIUM AT INDIAN RUN,OH,1970-08,340.29,78,4.36
OTTERBEIN NORTH SHORE,OH,1970-08,100.23,23,4.36
COURTYARD AT SEASONS,OH,1970-08,191.2,44,4.35
VANCREST HEALTH CARE CTR OF HO,OH,1970-08,200.3,46,4.35
BETHANY VILLAGE,OH,1970-08,1061.12,244,4.35
BROWN MEMORIAL HOME INC,OH,1970-08,186.87,43,4.35
VANCREST OF NEW CARLISLE,OH,1970-08,308.29,71,4.34
LOGAN ELM HEALTH CARE CENTER,OH,1970-08,377.54,87,4.34
AUSTINWOODS REHAB HEALTH CARE,OH,1970-08,377.75,87,4.34
SAINT LUKE LUTHERAN HOME,OH,1970-08,572.79,132,4.34
HERITAGE MANOR  JEWISH HM FOR,OH,1970-08,277.11,64,4.33
CRESTLINE REHABILITATION AND NURSING CENTER,OH,1970-08,78,18,4.33
DAUGHTERS OF MIRIAM CENTER FOR NURSING & REHABILIT,OH,1970-08,653.89,151,4.33
OTTERBEIN MIDDLETOWN,OH,1970-08,242.04,56,4.32
BOWERSTON HILLS  NURSING & REHABILITATION,OH,1970-08,81.84,19,4.31
NATIONAL CHURCH RESIDENCES CHILLICOTHE,OH,1970-08,185.23,43,4.31
MEADOWBROOK CARE CENTER,OH,1970-08,409.5,95,4.31
WOODLAND COUNTRY MANOR INC,OH,1970-08,232,54,4.3
O'NEILL HEALTHCARE NORTH OLMSTED,OH,1970-08,223.5,52,4.3
SHEPHERD OF THE VALLEY LIBERTY,OH,1970-08,270,63,4.29
DAYSPRING OF MIAMI VALLEY HLTH CARE CENTER & REHAB,OH,1970-08,493.88,115,4.29
OTTERBEIN LOVELAND,OH,1970-08,252.7,59,4.28
WESTOVER RETIREMENT COMMUNITY,OH,1970-08,205.27,48,4.28
OTTERBEIN PORTAGE VALLEY,OH,1970-08,182.75,43,4.25
WELLSPRING HEALTH CENTER,OH,1970-08,199.39,47,4.24
SUNRISE NURSING HEALTHCARE LLC,OH,1970-08,258.15,61,4.23
ALTERCARE POST-ACUTE REHAB CENTER,OH,1970-08,286.75,68,4.22
FAIRLAWN HAVEN,OH,1970-08,384.35,91,4.22
JENKINS MEMORIAL HEALTH FACILITY,OH,1970-08,189.95,45,4.22
PATASKALA OAKS CARE CENTER,OH,1970-08,219.1,52,4.21
NORWICH SPRINGS HEALTH CAMPUS,OH,1970-08,198,47,4.21
SMITHS MILL HEALTH CAMPUS,OH,1970-08,185.26,44,4.21
TWIN TOWERS,OH,1970-08,303.25,72,4.21
LUTHERAN HOME,OH,1970-08,417.03,99,4.21
FRANCISCAN CARE CTR SYLVANIA,OH,1970-08,276.93,66,4.2
EMBASSY OF SWANTON,OH,1970-08,264.5,63,4.2
PIQUA MANOR,OH,1970-08,373.4,89,4.2
CAPRICE HEALTH CARE CENTER,OH,1970-08,234.91,56,4.19
NORWALK MEMORIAL HOME,OH,1970-08,242.8,58,4.19
SYCAMORESPRING OF MIAMISBURG,OH,1970-08,377.42,90,4.19
BROOKHAVEN NURSING & REHABILITATION CENTER,OH,1970-08,388.75,93,4.18
ALTERCARE OF HARTVILLE CTR FOR,OH,1970-08,297,71,4.18
SPRINGS OF LIMA THE,OH,1970-08,204.98,49,4.18
AVALON BY OTTERBEIN AT PERRYSBURG,OH,1970-08,234.23,56,4.18
BELLBROOK HEALTH AND REHAB,OH,1970-08,154.75,37,4.18
WINDSOR LANE HEALTHCARE CENTER,OH,1970-08,254.32,61,4.17
WILLOWS AT WILLARD THE,OH,1970-08,254.47,61,4.17
LAURELS OF STEUBENVILLE THE,OH,1970-08,320.05,77,4.16
CONCORDIA AT SUMNER,OH,1970-08,187.25,45,4.16
LAURELS OF DEFIANCE  THE,OH,1970-08,366.37,88,4.16
PEARLVIEW REHAB & WELLNESS CTR,OH,1970-08,124.5,30,4.15
ST LEONARD HCC,OH,1970-08,440.32,106,4.15
OHIO LIVING WESTMINSTER-THURBER,OH,1970-08,149.43,36,4.15
AMHERST MEADOWS SKILLED NURSING AND REHAB,OH,1970-08,323.57,78,4.15
PARK HEALTH CENTER,OH,1970-08,310.5,75,4.14
MENNONITE MEMORIAL HOME,OH,1970-08,236,57,4.14
NATIONAL CHURCH RESIDENCES BRISTOL VILLAGE,OH,1970-08,132.63,32,4.14
ALTERCARE OF ALLIANCE CTR FOR REHAB & NC INC,OH,1970-08,327.25,79,4.14
OHIO LIVING MOUNT PLEASANT,OH,1970-08,119.53,29,4.12
OTTERBEIN UNION TOWNSHIP,OH,1970-08,238.35,58,4.11
ELMS RETIREMENT VILLAGE INC,OH,1970-08,160.21,39,4.11
DUNBAR HEALTH & REHAB CENTER,OH,1970-08,233.62,57,4.1
SIENA WOODS CARE CENTER,OH,1970-08,297.5,73,4.08
ORCHARD VILLA,OH,1970-08,481.43,118,4.08
PARK VILLAGE HEALTH CARE CENTER INC,OH,1970-08,301.5,74,4.07
AVON OAKS NURSING HOME,OH,1970-08,358.09,88,4.07
ALOIS ALZHEIMER CENTER,OH,1970-08,280.5,69,4.07
