PROVIDER_NAME,STATE,MONTH,TOTAL_HOURS_WORKED
IRA DAVENPORT MEMORIAL HOSPITAL S N F/ H R F,NY,1970-08,389.75
IROQUOIS NURSING HOME INC,NY,1970-08,537.03
ISABELLA GERIATRIC CENTER INC,NY,1970-08,2512.8
ISLAND NURSING AND REHAB CENTER,NY,1970-08,293
JAMAICA HOSPITAL NURSING HOME CO INC,NY,1970-08,104
JAMES G JOHNSTON MEMORIAL NURSING HOME,NY,1970-08,157.62
JEFFERSON'S FERRY,NY,1970-08,243.7
JENNIE B RICHMOND CHAFFEE NURSING HOME COMPANY INC,NY,1970-08,190.75
JEWISH HOME OF CENTRAL NEW YORK,NY,1970-08,476.66
JEWISH HOME OF ROCHESTER,NY,1970-08,1560.67
JOHN T MATHER MEMORIAL HOSP T C U,NY,1970-08,118.25
KATHERINE LUTHER RESIDENTIAL HLTH CARE & REHAB,NY,1970-08,411.25
KENDAL AT ITHACA,NY,1970-08,243.85
KENDAL ON HUDSON,NY,1970-08,112.01
KING DAVID CENTER FOR NURSING AND REHABILITATION,NY,1970-08,859.5
KING STREET HOME INC,NY,1970-08,363.39
KINGS HARBOR MULTICARE CENTER,NY,1970-08,2087.99
KINGSWAY ARMS NURSING CENTER INC,NY,1970-08,685.9
KIRKHAVEN,NY,1970-08,401.26
LACONIA NURSING HOME,NY,1970-08,917.75
LATTA ROAD NURSING HOME EAST,NY,1970-08,165.99
LATTA ROAD NURSING HOME WEST,NY,1970-08,136.56
"LEROY VILLAGE GREEN RESIDENTIAL HEALTH C F, INC",NY,1970-08,475.25
LEWIS COUNTY GENERAL HOSPITAL-NURSING HOME UNIT,NY,1970-08,490.75
LINDEN CENTER FOR NURSING AND REHABILITATION,NY,1970-08,1048
LITTLE NECK CARE CENTER,NY,1970-08,388.86
LIVINGSTON COUNTY CENTER FOR NURSING AND REHAB,NY,1970-08,1021.47
LIVINGSTON HILLS NURSING AND REHABILITATION CENTER,NY,1970-08,303.25
LOCKPORT REHAB & HEALTH CARE CENTER,NY,1970-08,276.25
LONG BEACH NURSING AND REHABILITATION CENTER,NY,1970-08,494.1
LONG ISLAND CARE CENTER INC,NY,1970-08,747
LONG ISLAND STATE VETERANS HOME,NY,1970-08,1382
LORETTO HEALTH AND REHABILITATION CENTER,NY,1970-08,2147.75
LUTHERAN CENTER AT POUGHKEEPSIE INC,NY,1970-08,516.05
LUXOR NURSING AND REHABILITATION AT MILLS POND,NY,1970-08,888
LUXOR NURSING AND REHABILITATION AT SAYVILLE,NY,1970-08,706.37
LYNBROOK RESTORATIVE THERAPY AND NURSING,NY,1970-08,402.5
M M EWING CONTINUING CARE CENTER,NY,1970-08,556.12
MANHATTANVILLE HEALTH CARE CENTER,NY,1970-08,510.5
MAPLE CITY REHABILITATION AND NURSING CENTER,NY,1970-08,354.89
MAPLEWOOD NURSING HOME INC,NY,1970-08,443.54
MARGARET TIETZ CENTER FOR NURSING CARE INC,NY,1970-08,793.24
MARIA REGINA REHABILITATION AND NURSING,NY,1970-08,467.25
MARTINE CENTER FOR REHABILITATION AND NURSING,NY,1970-08,693.25
MARY MANNING WALSH NURSING HOME CO INC,NY,1970-08,1315.8
MASONIC CARE COMMUNITY OF NEW YORK,NY,1970-08,939.75
MASSAPEQUA CENTER REHABILITATION & NURSING,NY,1970-08,1111.78
MASSENA REHABILITATION & NURSING CENTER,NY,1970-08,418.5
MAYFAIR CARE CENTER,NY,1970-08,615.5
MCAULEY RESIDENCE,NY,1970-08,597.4
MEADOW PARK REHABILITATION AND HEALTH CENTER L L C,NY,1970-08,443.77
MEADOWBROOK CARE CENTER,NY,1970-08,1000.09
MEADOWBROOK HEALTHCARE,NY,1970-08,790.59
MEDFORD MULTICARE CENTER FOR LIVING,NY,1970-08,1097.18
MEDINA MEMORIAL HOSPITAL S N F,NY,1970-08,109.25
MENORAH HOME & HOSPITAL FOR AGED & INFIRM,NY,1970-08,1593.35
MERCY HOSPITAL SKILLED NURSING FACILITY,NY,1970-08,437.26
METHODIST HOME FOR NURSING AND REHABILITATION,NY,1970-08,415.25
MIDDLETOWN PARK REHAB & HEALTH CARE CENTER,NY,1970-08,830
MOMENTUM AT SOUTH BAY FOR REHAB AND NURSING,NY,1970-08,701.5
MONROE COMMUNITY HOSPITAL,NY,1970-08,1612.48
MONTGOMERY NURSING AND REHABILITATION CENTER,NY,1970-08,291.5
MORNINGSIDE NURSING AND REHABILITATION CENTER,NY,1970-08,868.33
MORNINGSTAR RESIDENTIAL CARE CENTER,NY,1970-08,261.51
MORRIS PARK REHABILITATION AND NURSING CENTER,NY,1970-08,569.88
MOSHOLU PARKWAY NURSING & REHABILITATION CENTER,NY,1970-08,269.09
MOUNT SINAI SOUTH NASSAU T C U,NY,1970-08,90.25
MOUNTAINSIDE RESIDENTIAL CARE CENTER,NY,1970-08,231.5
MVHS REHABILITATION AND NURSING CENTER,NY,1970-08,457.63
N Y S VETERANS HOME,NY,1970-08,760.25
N Y S VETERANS HOME IN N Y C,NY,1970-08,784.5
NASSAU REHABILITATION & NURSING CENTER,NY,1970-08,924.89
NATHAN LITTAUER HOSPITAL NURSING HOME,NY,1970-08,261.87
"NEW CARLTON REHAB AND NURSING CENTER, L L C",NY,1970-08,451.12
NEW EAST SIDE NURSING HOME,NY,1970-08,187.25
"NEW GLEN OAKS NURSING HOME, INC",NY,1970-08,232.02
NEW GOUVERNEUR HOSPITAL S N F,NY,1970-08,1310.62
NEW PALTZ CENTER FOR REHABILITATION AND NURSING,NY,1970-08,301.75
NEW RIVERDALE REHAB AND NURSING,NY,1970-08,405.25
"NEW VANDERBILT REHABILITATION AND CARE CENTER, INC",NY,1970-08,986.16
NEW YORK CENTER FOR REHABILITATION & NURSING,NY,1970-08,1048
NEW YORK CONGREGATIONAL NURSING CENTER,NY,1970-08,589.07
NEW YORK STATE VETERANS HOME AT MONTROSE,NY,1970-08,809.25
NEWARK MANOR NURSING HOME INC,NY,1970-08,185.55
NEWFANE REHAB & HEALTH CARE CENTER,NY,1970-08,376.15
NIAGARA REHABILITATION AND NURSING CENTER,NY,1970-08,458.9
NORTH COUNTRY NURSING & REHABILITATION CENTER,NY,1970-08,512
NORTH GATE HEALTH CARE FACILITY,NY,1970-08,718.39
NORTH SHORE - L I J ORZAC CTR FOR REHABILITATION,NY,1970-08,661.75
NORTH WESTCHESTER RESTORATIVE THERAPY & NRSG CRT,NY,1970-08,489.75
NORTHEAST CTR FOR REHABILITATION AND BRAIN INJURY,NY,1970-08,858.58
NORTHERN MANHATTAN REHABILITATION AND NURSING CTR,NY,1970-08,1070.25
NORTHERN MANOR GERIATRIC CENTER INC,NY,1970-08,841
NORTHERN METROPOLITAN RES HEALTH CARE FACILITY INC,NY,1970-08,486
"NORTHERN RIVERVIEW HEALTH CARE, INC",NY,1970-08,567.5
NORTHERN WESTCHESTER HOSPITAL T C U,NY,1970-08,0
NORTHWELL HEALTH STERN FAMILY CENTER FOR REHAB,NY,1970-08,1329.5
NORTHWOODS REHAB AND NURSING CENTER AT MORAVIA,NY,1970-08,132.25
NORWEGIAN CHRISTIAN HOME AND HEALTH CENTER,NY,1970-08,527.5
NORWICH REHABILITATION & NURSING CENTER,NY,1970-08,278.15
NOTTINGHAM R H C F,NY,1970-08,143.5
NYACK RIDGE REHABILITATION AND NURSING CENTER,NY,1970-08,587
OAK HILL REHABILITATION AND NURSING CARE CENTER,NY,1970-08,246.25
"OASIS REHABILITATION AND NURSING, LLC",NY,1970-08,366.75
OCEAN GARDENS CARE CENTER,NY,1970-08,476.38
OCEANSIDE CARE CENTER INC,NY,1970-08,330
OCEANVIEW NURSING & REHABILITATION CARE CENTER,NY,1970-08,288.93
ONEIDA CENTER FOR REHABILITATION AND NURSING,NY,1970-08,443.75
ONEIDA HEALTH REHABILITATION AND EXTENDED CARE,NY,1970-08,486.96
ONONDAGA CENTER FOR REHABILITATION AND NURSING,NY,1970-08,246.75
ONTARIO CENTER FOR REHABILITATION AND HEALTHCARE,NY,1970-08,295.5
ORCHARD REHABILITATION & NURSING CENTER,NY,1970-08,463.5
OUR LADY OF CONSOLATION NURSING AND REHAB CARE CTR,NY,1970-08,853.5
OUR LADY OF MERCY LIFE CENTER,NY,1970-08,536.45
OUR LADY OF PEACE NURSING CARE RESIDENCE,NY,1970-08,408.03
OXFORD NURSING HOME,NY,1970-08,756.9
OZANAM HALL OF QUEENS NURSING HOME INC,NY,1970-08,1421.25
PALATINE NURSING HOME,NY,1970-08,142
PALM GARDENS CENTER FOR NURSING AND REHABILITATION,NY,1970-08,1087.5
PARK AVENUE EXTENDED CARE FACILITY,NY,1970-08,702.59
PARK GARDENS REHABILITATION & NURSING CENTER L L C,NY,1970-08,571.4
PARK NURSING HOME,NY,1970-08,501.25
PARK RIDGE NURSING HOME,NY,1970-08,671.78
PARK TERRACE CARE CENTER,NY,1970-08,788.25
PARKER JEWISH INSTITUTE FOR HEALTH CARE & REHAB,NY,1970-08,2032.25
"PARKVIEW CARE AND REHABILITATION CENTER, INC",NY,1970-08,460.21
PATHWAYS NURSING AND REHABILITATION CENTER,NY,1970-08,346.5
PECONIC LANDING AT SOUTHOLD,NY,1970-08,236.02
PELHAM PARKWAY NURSING CARE & REHAB FACILITY L L C,NY,1970-08,427
PENFIELD PLACE,NY,1970-08,191
PENINSULA NURSING AND REHABILITATION CENTER,NY,1970-08,623.02
PENN YAN MANOR NURSING HOME INC,NY,1970-08,141
PINE FOREST CARE CENTER FOR REHAB & HEALTHCARE,NY,1970-08,238.55
PINE HAVEN HOME,NY,1970-08,369.5
PINE VALLEY CENTER FOR REHABILITATION AND NURSING,NY,1970-08,639.5
PINNACLE MULTICARE NURSING AND REHAB CENTER,NY,1970-08,1422.3
PLATTSBURGH REHABILITATION AND NURSING CENTER,NY,1970-08,217.42
PONTIAC NURSING HOME,NY,1970-08,149
PREMIER GENESEE CENTER FOR NRSG AND REHABILITATION,NY,1970-08,522.5
PREMIER NSG & REHAB CENTER OF FAR ROCKAWAY,NY,1970-08,445.5
PRESBYTERIAN HOME FOR CENTRAL NEW YORK INC,NY,1970-08,364.25
PROMENADE REHABILITATION AND HEALTH CARE CENTER,NY,1970-08,678
PUTNAM NURSING & REHABILITATION CENTER,NY,1970-08,353.5
PUTNAM RIDGE,NY,1970-08,584
QUANTUM REHABILITATION AND NURSING L L C,NY,1970-08,483.5
QUEEN OF PEACE RESIDENCE,NY,1970-08,226.99
QUEENS BOULEVARD EXTENDED CARE FACILITY,NY,1970-08,1041.5
QUEENS NASSAU REHABILITATION AND NURSING CENTER,NY,1970-08,732.52
REBEKAH REHAB AND EXTENDED CARE CENTER,NY,1970-08,653.75
REGAL HEIGHTS REHABILITATION AND HEALTH CARE CTR,NY,1970-08,888.45
REGEIS CARE CENTER,NY,1970-08,838.32
REGO PARK NURSING HOME,NY,1970-08,719.25
RENAISSANCE REHABILITATION AND NURSING CARE CENTER,NY,1970-08,338.75
RESORT NURSING HOME,NY,1970-08,776.78
RICHMOND CTR FOR REHAB AND SPECIALTY HEALTHCARE,NY,1970-08,1723.5
RIVER RIDGE LIVING CENTER,NY,1970-08,387.5
RIVER VIEW REHABILITATION AND NURSING CARE CENTER,NY,1970-08,256.75
RIVERSIDE CENTER FOR REHABILITATION AND NURSING,NY,1970-08,221.35
ROBINSON TERRACE,NY,1970-08,374.18
ROCHESTER CENTER FOR REHABILITATION AND NURSING,NY,1970-08,384.75
ROCHESTER COMMUNITY NURSING AND REHABILITATION CTR,NY,1970-08,261.75
ROCKAWAY CARE CENTER,NY,1970-08,678.78
"ROCKVILLE SKILLED NURSING & REHAB CENTER, L L C",NY,1970-08,251.37
"ROME MEMORIAL HOSPITAL, INC - R H C F",NY,1970-08,284.56
ROSA COPLON JEWISH HOME AND INFIRMARY,NY,1970-08,651.5
ROSCOE REGIONAL REHAB & RESIDENTIAL H C F,NY,1970-08,248.25
ROSS CENTER FOR NURSING AND REHABILITATION,NY,1970-08,415.12
"RUTLAND NURSING HOME, INC",NY,1970-08,1913.25
"SAFIRE REHABILITATION OF NORTHTOWNS, L L C",NY,1970-08,393.36
"SAFIRE REHABILITATION OF SOUTHTOWN, L L C",NY,1970-08,269.58
SAINTS JOACHIM & ANNE NURSING AND REHAB CENTER,NY,1970-08,564.22
SALAMANCA REHABILITATION & NURSING CENTER,NY,1970-08,318.1
SALEM HILLS REHABILITATION AND NURSING CENTER,NY,1970-08,352.25
SAMARITAN KEEP NURSING HOME INC,NY,1970-08,955.24
"SAMARITAN SENIOR VILLAGE, INC",NY,1970-08,705.74
SAN SIMEON BY THE SOUND CENTER FOR NURSING & REHAB,NY,1970-08,396.76
SANDS POINT CENTER FOR HEALTH AND REHABILITATION,NY,1970-08,541.15
SANS SOUCI REHABILITATION AND NURSING CENTER,NY,1970-08,385.45
SAPPHIRE CENTER FOR REHAB & NURSING,NY,1970-08,640.5
SAPPHIRE NURSING AND REHAB AT GOSHEN,NY,1970-08,372.5
SAPPHIRE NURSING AT MEADOW HILL,NY,1970-08,632.75
SAPPHIRE NURSING AT WAPPINGERS,NY,1970-08,184.3
SCHAFFER EXTENDED CARE CENTER,NY,1970-08,487.78
SCHENECTADY CENTER FOR REHABILITATION AND NURSING,NY,1970-08,923.65
SCHERVIER NURSING CARE CENTER,NY,1970-08,1119.58
SCHERVIER PAVILION,NY,1970-08,238.7
SCHOELLKOPF HEALTH CENTER,NY,1970-08,410.5
SCHOFIELD RESIDENCE,NY,1970-08,489.1
SCHULMAN AND SCHACHNE INST FOR NURSING & REHAB,NY,1970-08,1855.04
SCHUYLER HOSPITAL INC & LONG TERM CARE UNIT,NY,1970-08,329.3
SEA CREST NURSING AND REHABILITATION CENTER,NY,1970-08,1010.57
SEA VIEW HOSPITAL REHABILITATION CENTER AND HOME,NY,1970-08,1344.25
SEAGATE REHABILITATION AND NURSING CENTER,NY,1970-08,974.6
SENECA HEALTH CARE CENTER,NY,1970-08,558.13
SENECA HILL MANOR INC,NY,1970-08,413.75
"SENECA NURSING & REHABILITATION CENTER, L L C",NY,1970-08,213.83
SETON HEALTH AT SCHUYLER RIDGE RESIDENTIAL H C,NY,1970-08,466.05
SHAKER PLACE REHABILITATION AND NURSING CENTER,NY,1970-08,868
SHEEPSHEAD NURSING & REHABILITATION CENTER,NY,1970-08,821.33
SHORE VIEW NURSING  & REHABILITATION CENTER,NY,1970-08,1051.42
SILVER LAKE SPECIALIZED REHAB AND CARE CENTER,NY,1970-08,686.5
SILVERCREST,NY,1970-08,1300.67
SKY VIEW REHABILITATION & HEALTH CARE CENTER L L C,NY,1970-08,557.5
SLATE VALLEY CENTER FOR REHABILITATION AND NURSING,NY,1970-08,268.5
SMITHTOWN CENTER FOR REHABILITATION & NURSING CARE,NY,1970-08,530.29
SODUS REHABILITATION & NURSING CENTER,NY,1970-08,350.6
SOLDIERS AND SAILORS MEMORIAL HOSPITAL E C U,NY,1970-08,417.72
SOUTH SHORE REHABILITATION AND NURSING CENTER,NY,1970-08,367.75
SPLIT ROCK REHABILITION AND HEALTH CARE CENTER,NY,1970-08,899
SPRAIN BROOK MANOR REHAB,NY,1970-08,379.25
SPRING CREEK REHABILITATION & NURSING CARE CENTER,NY,1970-08,684.29
SPRINGVALE NURSING & REHABILITATION CENTER,NY,1970-08,680.8
ST ANNS COMMUNITY,NY,1970-08,1699.33
ST ANNS COMMUNITY,NY,1970-08,296.66
ST CABRINI NURSING HOME,NY,1970-08,1121.3
ST CAMILLUS RESIDENTIAL HEALTH CARE FACILITY,NY,1970-08,951.68
ST CATHERINE LABOURE HEALTH CARE CENTER,NY,1970-08,339.46
ST CATHERINE OF SIENA NRSG AND REHAB CARE CENTER,NY,1970-08,846.22
ST JAMES REHABILITATION & HEALTHCARE CENTER,NY,1970-08,831.49
ST JOHN'S PENFIELD HOMES,NY,1970-08,110.01
ST JOHNLAND NURSING CENTER INC,NY,1970-08,785
ST JOHNS HEALTH CARE CORPORATION,NY,1970-08,1219.27
ST JOHNSVILLE REHABILITATION AND NURSING CENTER,NY,1970-08,380.34
ST JOSEPH'S HOSPITAL - SKILLED NURSING FACILITY,NY,1970-08,286.5
ST JOSEPHS HOME,NY,1970-08,229.75
ST JOSEPHS PLACE,NY,1970-08,124.25
ST LUKE RESIDENTIAL HEALTH CARE FACILITY INC,NY,1970-08,388.25
ST MARGARETS CENTER,NY,1970-08,666.54
ST MARYS CENTER INC,NY,1970-08,97.25
ST MARYS HOSPITAL FOR CHILDREN,NY,1970-08,1310.25
ST PATRICKS HOME,NY,1970-08,988.75
ST PETERS NURSING AND REHABILITATION CENTER,NY,1970-08,502.6
ST VINCENT DEPAUL RESIDENCE,NY,1970-08,359.25
STATEN ISLAND CARE CENTER,NY,1970-08,762.7
STEUBEN CENTER FOR REHABILITATION AND HEALTHCARE,NY,1970-08,344.05
SULLIVAN COUNTY ADULT CARE CENTER,NY,1970-08,444
SUNHARBOR MANOR,NY,1970-08,872.18
SUNNYSIDE CARE CENTER,NY,1970-08,307
SUNRISE MANOR CTR FOR NURSING AND REHABILITATION,NY,1970-08,240.25
"SUNSET NURSING AND REHABILITATION CENTER, INC",NY,1970-08,373.91
SUNSHINE CHILDREN'S HOME AND REHAB CENTER,NY,1970-08,1010.7
SURGE REHABILITATION AND NURSING LLC,NY,1970-08,594.75
"SUSQUEHANNA NURSING & REHABILITATION CENTER, L L C",NY,1970-08,544.78
SUTTON PARK CENTER FOR NURSING AND REHABILITATION,NY,1970-08,558.75
SWAN LAKE NURSING & REHABILITATION,NY,1970-08,403.5
SYRACUSE HOME ASSOCIATION,NY,1970-08,450.46
TACONIC REHABILITATION AND NURSING AT BEACON,NY,1970-08,520.32
TACONIC REHABILITATION AND NURSING AT HOPEWELL,NY,1970-08,607.96
TACONIC REHABILITATION AND NURSING AT ULSTER,NY,1970-08,338.94
TARRYTOWN HALL CARE CENTER,NY,1970-08,489.55
TEN BROECK COMMONS,NY,1970-08,838.1
TERENCE CARDINAL COOKE HEALTH CARE CENTER,NY,1970-08,1945.59
TERESIAN HOUSE NURSING HOME CO INC,NY,1970-08,1006.5
TERRACE VIEW LONG TERM CARE FACILITY,NY,1970-08,1867.18
THE AMSTERDAM AT HARBORSIDE,NY,1970-08,220.45
THE BAPTIST HOME AT BROOKMEADE,NY,1970-08,291.82
"THE BRIGHTONIAN, INC",NY,1970-08,222.09
THE BROOK AT HIGH FALLS NURSING HOME AND REHAB CTR,NY,1970-08,114.3
THE CENTER FOR NURSING AND REHAB AT HOOSICK FALLS,NY,1970-08,188
THE CHATEAU AT BROOKLYN REHAB AND NURSING CENTER,NY,1970-08,583.98
THE CITADEL REHAB AND NURSING CTR AT KINGSBRIDGE,NY,1970-08,1106.5
"THE COMMONS ON ST ANTHONY, A S N F & SHORT T R C",NY,1970-08,1036.75
"THE COTTAGES AT GARDEN GROVE, A SKILLED NRSG COMM",NY,1970-08,609.75
THE ELEANOR NURSING CARE CENTER,NY,1970-08,270.25
THE EMERALD PEEK REHABILITATION AND NURSING CENTER,NY,1970-08,297.73
THE ENCLAVE AT RYE  REHAB AND NURSING CTR,NY,1970-08,497.65
THE FIVE TOWNS PREMIER REHAB & NURSING CENTER,NY,1970-08,1129.32
THE FRIENDLY HOME,NY,1970-08,683.35
THE GRAND PAVILION FOR RHB & NRSG AT ROCKVILLE CTR,NY,1970-08,568.85
THE GRAND REHABILITATION & NURSING AT DELAWARE PAR,NY,1970-08,245.75
THE GRAND REHABILITATION AND NRSG AT CHITTENANGO,NY,1970-08,262.5
THE GRAND REHABILITATION AND NRSG AT GUILDERLAND,NY,1970-08,342.5
THE GRAND REHABILITATION AND NRSG AT RIVER VALLEY,NY,1970-08,569.5
THE GRAND REHABILITATION AND NURSING AT BARNWELL,NY,1970-08,815.75
THE GRAND REHABILITATION AND NURSING AT BATAVIA,NY,1970-08,187.75
THE GRAND REHABILITATION AND NURSING AT GREAT NECK,NY,1970-08,621.25
THE GRAND REHABILITATION AND NURSING AT MOHAWK,NY,1970-08,446.75
THE GRAND REHABILITATION AND NURSING AT PAWLING,NY,1970-08,415.5
THE GRAND REHABILITATION AND NURSING AT QUEENS,NY,1970-08,572.75
THE GRAND REHABILITATION AND NURSING AT ROME,NY,1970-08,388.5
THE GRAND REHABILITATION AND NURSING AT SOUTH POIN,NY,1970-08,592.25
THE GRAND REHABILITATION AND NURSING AT UTICA,NY,1970-08,582.75
THE GROVE AT VALHALLA REHAB AND NURSING CENTER,NY,1970-08,479.8
THE HAMLET REHABILITATION AND HEALTHCARE CENTER AT,NY,1970-08,857.23
THE HAMPTONS CENTER FOR REHABILITATION AND NURSING,NY,1970-08,644.24
THE HERITAGE REHABILITATION AND HEALTH CARE CENTER,NY,1970-08,236.81
THE HIGHLANDS AT BRIGHTON,NY,1970-08,723.63
THE HURLBUT,NY,1970-08,443.96
THE KNOLLS,NY,1970-08,76.15
"THE NEW JEWISH HOME, MANHATTAN",NY,1970-08,1550.95
"THE NEW JEWISH HOME, SARAH NEUMAN",NY,1970-08,868.35
THE OSBORN,NY,1970-08,272
THE PARAMOUNT AT SOMERS REHAB AND NURSING CENTER,NY,1970-08,798.47
THE PAVILION AT QUEENS FOR REHABILITATION & NRSING,NY,1970-08,1085.04
THE PEARL NURSING CENTER OF ROCHESTER,NY,1970-08,345.8
THE PHOENIX REHABILITATION AND NURSING CENTER,NY,1970-08,1121.5
THE PINES AT CATSKILL CENTER FOR NURSING & REHAB,NY,1970-08,515.75
THE PINES AT GLENS FALLS CTR FOR NURSING & REHAB,NY,1970-08,416.5
THE PINES AT POUGHKEEPSIE CTR FOR NURSING & REHAB,NY,1970-08,766.75
THE PINES AT UTICA CENTER FOR NURSING AND REHAB,NY,1970-08,404.25
THE PINES HEALTHCARE & REHAB CENTERS OLEAN CAMPUS,NY,1970-08,492.17
THE PINES HEALTHCARE & REHAB CTRS MACHIAS CAMPUS,NY,1970-08,495.05
THE PLAZA REHAB AND NURSING CENTER,NY,1970-08,2228.29
THE RIVERSIDE,NY,1970-08,1459.69
THE STEVEN AND ALEXANDRA COHEN PED L T C PAVILION,NY,1970-08,165.02
THE VALLEY VIEW CENTER FOR NURSING CARE AND REHAB,NY,1970-08,884.75
THE VILLAGES OF ORLEANS HEALTH AND REHAB CENTER,NY,1970-08,368.76
THE WARTBURG HOME,NY,1970-08,247
THE WILLOWS AT RAMAPO REHAB AND NURSING CENTER,NY,1970-08,617.5
THROGS NECK EXTENDED CARE FACILITY,NY,1970-08,569.5
TOWNHOUSE CENTER FOR REHABILITATION & NURSING,NY,1970-08,1025.32
TRIBORO CENTER FOR REHABILITATION AND NURSING,NY,1970-08,1357.37
TROY CENTER FOR REHABILITATION AND NURSING,NY,1970-08,247.25
TROY VICTORIAN REHABILITATION & NURSING CARE CNTR,NY,1970-08,398.3
TRUSTEES OF EASTERN STAR HALL & HOME OF THE N Y S,NY,1970-08,253.98
TUPPER LAKE CENTER FOR NURSING AND REHABILITATION,NY,1970-08,263.75
UNION PLAZA CARE CENTER,NY,1970-08,883.9
UNITED HEBREW GERIATRIC CENTER,NY,1970-08,655.5
UNITED HELPERS CANTON NURSING HOME,NY,1970-08,331.14
UNITY LIVING CENTER,NY,1970-08,593.56
UNIVERSITY CENTER FOR REHABILITATION AND NURSING,NY,1970-08,190.25
UPPER EAST SIDE REHABILITATION AND NURSING CENTER,NY,1970-08,1495.67
UPSTATE UNIVERSITY HOSP AT COMMUNITY GENERAL T C U,NY,1970-08,110.5
UTICA REHABILITATION & NURSING CENTER,NY,1970-08,378.5
VALLEY HEALTH SERVICES INC,NY,1970-08,355.53
VALLEY VIEW MANOR NURSING HOME,NY,1970-08,292.25
VAN DUYN CENTER FOR REHABILITATION AND NURSING,NY,1970-08,1749.83
VAN RENSSELAER MANOR,NY,1970-08,853.25
VERRAZANO NURSING AND POST-ACUTE CENTER,NY,1970-08,354.66
VESTAL PARK REHABILITATION AND NURSING CENTER,NY,1970-08,573.61
WARREN CENTER FOR REHABILITATION AND NURSING,NY,1970-08,263.5
WASHINGTON CENTER FOR REHAB AND HEALTHCARE,NY,1970-08,442.5
WATERS EDGE AT PORT JEFFERSON FOR REHAB AND NRSG,NY,1970-08,347.28
WATERVIEW HEIGHTS REHABILITATION AND NURSING CTR,NY,1970-08,549.25
WATERVIEW HILLS REHABILITATION AND NURSING CENTER,NY,1970-08,396.5
WATERVIEW NURSING CARE CENTER,NY,1970-08,542.11
WATERVILLE RESIDENTIAL CARE CENTER,NY,1970-08,281.73
WAYNE CENTER FOR NURSING & REHABILITATION,NY,1970-08,729.21
WAYNE COUNTY NURSING HOME,NY,1970-08,521.5
WAYNE HEALTH CARE,NY,1970-08,836.03
WEDGEWOOD NURSING REHABILITATION CENTER,NY,1970-08,122
WELLS NURSING HOME INC,NY,1970-08,355.04
WELLSVILLE MANOR CARE CENTER,NY,1970-08,408.25
WESLEY GARDENS CORPORATION,NY,1970-08,347.2
WESLEY HEALTH CARE CENTER INC,NY,1970-08,1156.25
"WEST LAWRENCE CARE CENTER, L L C",NY,1970-08,448.75
WEST VILLAGE REHABILITATION AND NURSING CENTER,NY,1970-08,529.69
WESTCHESTER CENTER FOR REHABILITATION & NURSING,NY,1970-08,811.75
WESTERN NEW YORK STATE VETERANS HOME,NY,1970-08,519.5
WESTHAMPTON CARE CENTER,NY,1970-08,661.87
WHITE OAKS REHABILITATION AND NURSING CENTER,NY,1970-08,698.75
"WHITE PLAINS CENTER FOR NURSING CARE, L L C",NY,1970-08,373.21
WILKINSON RESIDENTIAL HEALTH CARE FACILITY,NY,1970-08,415.43
WILLIAMSBRIDGE CENTER FOR REHABILITATION AND NRSG,NY,1970-08,320
"WILLIAMSVILLE SUBURBAN, L L C",NY,1970-08,561.11
WILLOW POINT REHABILITATION AND NURSING CENTER,NY,1970-08,994
WINDSOR PARK REHAB & NURSING CENTER,NY,1970-08,231.5
"WOODCREST REHAB & RESIDENTIAL H C CENTER, L L C",NY,1970-08,680
WOODLAND POND AT NEW PALTZ,NY,1970-08,214.25
WOODSIDE MANOR NURSING HOME INC,NY,1970-08,174.53
WORKMENS CIRCLE MULTICARE CENTER,NY,1970-08,1774.71
WYOMING COUNTY COMMUNITY HOSPITAL S N F,NY,1970-08,625.25
YONKERS GARDENS CENTER FOR NURSING AND REHAB,NY,1970-08,635.88
YORKTOWN REHABILITATION & NURSING CENTER,NY,1970-08,428
ABBYSHIRE PLACE HEALTH AND REHABILITATION CENTER L,OH,1970-08,242.5
ACCORD CARE COMMUNITY ORRVILLE LLC,OH,1970-08,192.38
ADAMS COUNTY MANOR,OH,1970-08,218.6
ADDISON HEALTHCARE CENTER,OH,1970-08,185
ADDISON HEIGHTS HEALTH AND REHABILITATION CENTER,OH,1970-08,192.5
ADMIRAL'S POINTE NURSING & REHABILITATION,OH,1970-08,278.75
ADVANCED HEALTH CARE OF CINCINNATI,OH,1970-08,123.7
ADVANCED HEALTHCARE CENTER,OH,1970-08,294.5
AHC OF LANDERHAVEN LLC,OH,1970-08,103.5
ALGART HEALTH CARE,OH,1970-08,229.41
ALLEN VIEW HEALTHCARE CENTER,OH,1970-08,272.75
ALOIS ALZHEIMER CENTER,OH,1970-08,280.5
ALS MOUNT VERNON INC,OH,1970-08,102.33
ALS WOODSTOCK INC,OH,1970-08,120.8
ALTENHEIM,OH,1970-08,560.13
ALTERCARE CAMBRIDGE INC.,OH,1970-08,145.5
ALTERCARE COSHOCTON INC.,OH,1970-08,217.5
ALTERCARE NEWARK NORTH INC.,OH,1970-08,174.72
ALTERCARE NEWARK SOUTH INC.,OH,1970-08,98.83
ALTERCARE OF ALLIANCE CTR FOR REHAB & NC INC,OH,1970-08,327.25
ALTERCARE OF BUCYRUS CENTER FO,OH,1970-08,232
