PROVIDER_NAME,STATE,MONTH,NURSE_HOURS_TO_PATIENT_RATIO,OCCUPANCY_RATE_PCT
BIRCHWOOD CARE HOME,MN,1970-08,0.94,96.67
BIRCHWOOD HEALTH CARE CENTER,MN,1970-08,3.79,56.00
BOUNDARY WATERS CARE CENTER,MN,1970-08,3.28,78.57
BROWNS VALLEY HEALTH CENTER,MN,1970-08,3.98,62.16
BUFFALO LAKE HEALTH CARE CENTER,MN,1970-08,4.71,85.71
BYWOOD EAST HEALTH CARE,MN,1970-08,2.14,72.92
CAPITOL VIEW TRANSITIONAL CARE CENTER,MN,1970-08,10.57,71.88
CARONDELET VILLAGE CARE CENTER,MN,1970-08,3.89,91.11
CATHOLIC ELDERCARE ON MAIN,MN,1970-08,4.51,93.10
CENTRACARE HEALTH SYSTEM-SAUK CENTRE NURSING HOME,MN,1970-08,3.26,65.00
CENTRAL HEALTH CARE CENTER,MN,1970-08,3.91,62.50
CENTRAL TODD COUNTY CARE CENTER,MN,1970-08,4.59,88.89
CERENITY CARE CENTER ON HUMBOLDT,MN,1970-08,3.8,78.49
CERENITY CARE CENTER WHITE BEAR LAKE,MN,1970-08,4.07,86.96
CERENITY MARIAN OF ST PAUL  LLC,MN,1970-08,3.88,85.56
CHOSEN VALLEY CARE CENTER,MN,1970-08,4.47,87.18
CLARA CITY CARE CENTER,MN,1970-08,6.1,62.50
CLARKFIELD CARE CENTER,MN,1970-08,4.07,83.33
COKATO MANOR,MN,1970-08,4.55,89.29
COLONIAL MANOR NURSING HOME,MN,1970-08,4.13,83.78
COOK COMMUNITY HOSPITAL C&NC,MN,1970-08,4.07,85.71
CORNERSTONE NSG & REHAB CENTER,MN,1970-08,5.13,95.74
COUNTRY MANOR HEALTH & REHAB CTR,MN,1970-08,7.09,82.44
COURAGE KENNY REHABILITATION INSTITUTES TRP,MN,1970-08,10.47,57.14
COVENANT LIVING OF GOLDEN VALLEY CARE & REHAB CTR,MN,1970-08,5.34,72.73
CREST VIEW LUTHERAN HOME,MN,1970-08,5.03,78.30
CURA OF LE SUEUR,MN,1970-08,4.54,50.00
CURA OF MELROSE,MN,1970-08,2.95,80.00
CURA OF MONTICELLO,MN,1970-08,3.75,83.58
CURA OF WILLMAR,MN,1970-08,3.93,69.23
CUYUNA REGIONAL MEDICAL CENTER,MN,1970-08,4.58,77.78
DIVINE PROVIDENCE COMMUNITY HOME,MN,1970-08,4.22,88.00
EBENEZER INTEGRATED CARE & REHAB,MN,1970-08,5.17,91.94
EBENEZER RIDGES GERIATRIC CARE CENTER,MN,1970-08,5.12,96.49
ECUMEN LAKESHORE,MN,1970-08,5.53,98.33
ECUMEN NORTH BRANCH,MN,1970-08,4.88,65.67
EDENBROOK OF EDINA,MN,1970-08,3.83,77.65
EDENBROOK OF ROCHESTER,MN,1970-08,3.95,70.37
EDENBROOK OF ST CLOUD,MN,1970-08,3.32,85.71
EDGEBROOK CARE CENTER,MN,1970-08,3.44,87.50
ELIM WELLSPRING,MN,1970-08,5.07,84.88
EMMANUEL NURSING HOME,MN,1970-08,4.86,82.26
EPISCOPAL CHURCH HOME OF MINNESOTA,MN,1970-08,5.69,87.79
EPISCOPAL CHURCH HOME THE GARDENS,MN,1970-08,6.41,96.67
ESSENTIA HEALTH GRACE HOME,MN,1970-08,5.25,45.00
ESSENTIA HEALTH HOMESTEAD,MN,1970-08,4.26,62.50
ESSENTIA HEALTH NORTHERN PINES MEDICAL CENTER,MN,1970-08,3.43,96.97
ESSENTIA HEALTH OAK CROSSING,MN,1970-08,5,77.66
ESSENTIA HEALTH VIRGINIA CARE CENT,MN,1970-08,4.56,52.50
EVANSVILLE CARE CENTER,MN,1970-08,3.69,80.00
FAIR MEADOW NURSING HOME,MN,1970-08,6.24,97.62
FAIR OAKS NURSING & REHAB LLC,MN,1970-08,3.36,60.00
FAIRVIEW CARE CENTER,MN,1970-08,6.01,70.91
FAIRVIEW UNIVERSITY TRANS SERV,MN,1970-08,8.48,71.43
FAIRWAY VIEW NEIGHBORHOODS,MN,1970-08,5.56,96.08
FIELD CREST CARE CENTER,MN,1970-08,4.91,82.86
FIRST CARE LIVING CENTER,MN,1970-08,4.08,62.00
FLAGSTONE,MN,1970-08,4.34,83.33
FOLKESTONE,MN,1970-08,5.4,93.33
FRANCISCAN HEALTH CENTER,MN,1970-08,3.88,93.62
FRANKLIN RESTORATIVE CARE CENTER,MN,1970-08,2.37,90.00
FRAZEE CARE CENTER,MN,1970-08,2.46,76.00
FRIENDSHIP VILLAGE OF BLOOMINGTON,MN,1970-08,4.75,96.97
GALEON,MN,1970-08,6.85,65.00
GIL-MOR MANOR,MN,1970-08,4.87,85.71
GLENFIELDS LIVING WITH CARE,MN,1970-08,4.68,95.56
GLENOAKS SENIOR LIVING CAMPUS,MN,1970-08,4.89,67.31
GLENWOOD VILLAGE CARE CENTER,MN,1970-08,4.84,89.06
GOOD SAMARITAN AMBASSADOR,MN,1970-08,3.94,96.10
GOOD SAMARITAN SOCIETY - ALBERT LEA,MN,1970-08,5,96.25
GOOD SAMARITAN SOCIETY - BATTLE LAKE,MN,1970-08,3.81,96.08
GOOD SAMARITAN SOCIETY - BETHANY,MN,1970-08,2.84,88.61
GOOD SAMARITAN SOCIETY - BLACKDUCK,MN,1970-08,4.07,90.00
GOOD SAMARITAN SOCIETY - COMFORCARE,MN,1970-08,4.26,95.56
GOOD SAMARITAN SOCIETY - HOWARD LAKE,MN,1970-08,4.1,90.63
GOOD SAMARITAN SOCIETY - INTERNATIONAL FALLS,MN,1970-08,3.46,94.44
GOOD SAMARITAN SOCIETY - JACKSON,MN,1970-08,4.35,82.61
GOOD SAMARITAN SOCIETY - MAPLEWOOD,MN,1970-08,5.02,70.42
GOOD SAMARITAN SOCIETY - MARY JANE BROWN,MN,1970-08,2.72,88.24
GOOD SAMARITAN SOCIETY - MOUNTAIN LAKE,MN,1970-08,4.03,91.67
GOOD SAMARITAN SOCIETY - PINE RIVER,MN,1970-08,4.55,81.82
GOOD SAMARITAN SOCIETY - PIPESTONE,MN,1970-08,3.81,70.73
GOOD SAMARITAN SOCIETY - SPECIALTY CARE COMMUNITY,MN,1970-08,3.58,94.79
GOOD SAMARITAN SOCIETY - ST JAMES,MN,1970-08,3.46,76.74
GOOD SAMARITAN SOCIETY - STILLWATER,MN,1970-08,4.31,58.00
GOOD SAMARITAN SOCIETY - WACONIA AND WESTVIEW ACRE,MN,1970-08,4.87,88.00
GOOD SAMARITAN SOCIETY - WESTBROOK,MN,1970-08,3.23,87.50
GOOD SAMARITAN SOCIETY - WINDOM,MN,1970-08,3.72,85.71
GOOD SAMARITAN SOCIETY - WOODLAND,MN,1970-08,4.1,97.50
GOOD SAMARITAN SOCIETY ARLINGTON,MN,1970-08,4.72,81.48
GOOD SAMARITAN SOCIETY INVER GROVE HEIGHTS,MN,1970-08,3.28,82.61
GOOD SHEPHERD LUTHERAN HOME,MN,1970-08,5.12,73.97
GOOD SHEPHERD LUTHERAN HOME,MN,1970-08,4.63,70.77
GRACEPOINTE CROSSING GABLES,MN,1970-08,4.31,95.45
GRAND AVENUE REST HOME,MN,1970-08,1.13,80.00
GRAND VILLAGE,MN,1970-08,5.31,50.88
GREEN LEA SENIOR LIVING,MN,1970-08,4.09,73.17
GREEN PINE ACRES NURSING HOME,MN,1970-08,4.09,76.92
GUARDIAN ANGELS CARE CENTER,MN,1970-08,5.1,87.50
GUARDIAN ANGELS HEALTH & REHAB CENTER,MN,1970-08,4.22,81.33
GUNDERSEN HARMONY CARE CENTER,MN,1970-08,4.31,65.12
GUNDERSEN ST ELIZABETH'S CARE CENTER,MN,1970-08,5.11,71.00
HALSTAD LIVING CENTER,MN,1970-08,2.73,95.45
HARMONY GARDENS,MN,1970-08,3.86,96.88
HARMONY RIVER LIVING CENTER,MN,1970-08,3.75,88.33
HAVEN HOMES OF MAPLE PLAIN,MN,1970-08,4.66,87.50
HAVENWOOD CARE CENTER,MN,1970-08,3.67,80.00
HAYES RESIDENCE,MN,1970-08,2.02,77.50
HENDRICKS COMMUNITY HOSPITAL,MN,1970-08,4.06,95.83
HERITAGE LIVING CENTER,MN,1970-08,4.8,77.78
HERITAGE MANOR,MN,1970-08,4.06,89.23
HIGHLAND CHATEAU HEALTH AND REHABILITATION CENTER,MN,1970-08,3.62,73.44
HILLCREST CARE & REHABILITATION CENTER,MN,1970-08,3.58,65.26
HILLTOP HEALTH CARE CENTER,MN,1970-08,4.36,90.00
HILLTOP HEALTHCARE REHABILITATION AND SKILLED NURS,MN,1970-08,3.63,70.00
HOPKINS HEALTH SERVICES,MN,1970-08,3.22,37.29
INTERFAITH CARE CENTER,MN,1970-08,3.81,92.50
JOHNSON MEMORIAL HOSP & HOME,MN,1970-08,3.17,92.86
JONES HARRISON RESIDENCE,MN,1970-08,3.52,85.00
JOURDAIN PERPICH EXT CARE FAC,MN,1970-08,4.4,48.94
KARLSTAD HEALTHCARE CENTER INC,MN,1970-08,3.06,63.04
KITTSON HEALTHCARE,MN,1970-08,3.6,72.00
KNUTE NELSON CARE CENTER,MN,1970-08,3.78,74.70
KODA LIVING COMMUNITY,MN,1970-08,4.06,96.20
LA CRESCENT HEALTH SERVICES,MN,1970-08,3.44,59.52
LAKE MINNETONKA SHORES,MN,1970-08,4.28,88.33
"LAKE RIDGE CARE CENTER OF BUFFALO, INC.",MN,1970-08,4.5,91.07
LAKE WINONA MANOR,MN,1970-08,4.53,59.62
LAKEHOUSE HEALTHCARE & REHABILITATION CENTER,MN,1970-08,3.07,87.31
LAKESHORE REHABILITATION CENTER LLC,MN,1970-08,3.91,73.08
LAKESIDE GENERATIONS HEALTH CARE CENTER,MN,1970-08,3.78,66.67
LAKEVIEW METHODIST HEALTH CARE CENTER,MN,1970-08,4.96,81.94
LAKEWOOD CARE CENTER,MN,1970-08,4.76,75.00
LAKEWOOD HEALTH SYSTEM,MN,1970-08,4.31,85.06
LANGTON SHORES,MN,1970-08,5.49,88.00
LAURELS PEAK CARE & REHABILITATION CENTER,MN,1970-08,6.26,70.00
LB BROEN HOME,MN,1970-08,3.95,62.16
LIFECARE GREENBUSH MANOR,MN,1970-08,4.18,75.00
LIFECARE ROSEAU MANOR,MN,1970-08,5.15,85.00
LITTLE FALLS CARE CENTER,MN,1970-08,4.13,84.38
LITTLE SISTERS OF THE POOR,MN,1970-08,4.9,52.05
LITTLEFORK CARE CENTER,MN,1970-08,3.23,85.71
LIVING MEADOWS AT LUTHER - MADELIA,MN,1970-08,2.84,92.50
LONG PRAIRIE HEALTH CARE CENTER,MN,1970-08,4.09,65.00
LUTHER HAVEN,MN,1970-08,4.5,81.43
LYNGBLOMSTEN CARE CENTER,MN,1970-08,4.63,91.56
MADISON HEALTHCARE SERVICES,MN,1970-08,3.81,86.27
MADONNA TOWERS OF ROCHESTER INC,MN,1970-08,3.37,90.32
MAHNOMEN HEALTH CENTER,MN,1970-08,4.96,96.88
MALA STRANA CARE & REHABILITATION CENTER,MN,1970-08,3.55,89.86
MAPLE LAWN SENIOR CARE,MN,1970-08,4.52,86.96
MAPLETON COMMUNITY HOME,MN,1970-08,3.66,79.66
MAPLEWOOD REHABILITATION CENTER,MN,1970-08,3.39,73.04
MARANATHA CARE CENTER,MN,1970-08,3.71,97.94
MARTIN LUTHER CARE CENTER,MN,1970-08,4.47,87.59
MAYO CLINIC HEALTH SYSTEM - LAKE CITY,MN,1970-08,4.57,61.11
MCINTOSH SENIOR LIVING,MN,1970-08,5.55,97.78
MEADOW MANOR,MN,1970-08,4.09,88.46
MEADOWS ON FAIRVIEW,MN,1970-08,6.95,92.86
"MEEKER MANOR REHABILITATION CENTER, LLC",MN,1970-08,3.43,69.23
MILACA ELIM MEADOWS HEALTH CARE CENTER,MN,1970-08,4.95,78.57
MILLE LACS HEALTH SYSTEM,MN,1970-08,4.32,59.65
MINNESOTA MASONIC HOME CARE CENTER,MN,1970-08,5.82,79.90
MINNESOTA VETERANS HOME - SILVER BAY,MN,1970-08,0.47,61.45
MINNEWASKA COMMUNITY HEALTH SERVICES,MN,1970-08,3.01,82.05
MISSION NURSING HOME,MN,1970-08,3.47,87.69
MN VETERANS HOME - LUVERNE,MN,1970-08,5.4,69.41
MN VETERANS HOME FERGUS FALLS,MN,1970-08,5.46,71.70
MN VETERANS HOME MINNEAPOLIS,MN,1970-08,6.14,91.67
MOOSE LAKE VILLAGE,MN,1970-08,4.1,77.78
MOTHER OF MERCY SENIOR LIVING,MN,1970-08,4.93,81.54
MOUNT OLIVET CAREVIEW HOME,MN,1970-08,4.82,92.26
MOUNT OLIVET HOME,MN,1970-08,2.18,96.74
NEILSON PLACE,MN,1970-08,3.33,87.01
NEW RICHLAND CARE CENTER,MN,1970-08,5.33,80.00
NORRIS SQUARE,MN,1970-08,5.39,87.50
NORTH RIDGE HEALTH AND REHAB,MN,1970-08,3.78,72.50
NORTH SHORE HEALTH,MN,1970-08,4.47,72.97
NORTH STAR MANOR,MN,1970-08,5.09,88.89
OAK HILLS LIVING CENTER,MN,1970-08,5.25,87.23
OAKLAND PARK NURSING HOME,MN,1970-08,5.93,97.14
OAKLAWN CARE & REHABILITATION CENTER,MN,1970-08,4.59,85.00
OLIVIA RESTORATIVE CARE CENTER,MN,1970-08,4.44,65.00
OSTRANDER CARE AND REHAB,MN,1970-08,3.31,80.00
PARK RIVER ESTATES CARE CENTER,MN,1970-08,6.15,77.78
PARK VIEW CARE CENTER,MN,1970-08,4.88,96.74
PARKVIEW CARE CENTER,MN,1970-08,3.84,80.00
PARKVIEW HOME,MN,1970-08,3.64,63.33
PARKVIEW MANOR NURSING HOME,MN,1970-08,3.68,72.97
PARMLY ON THE LAKE LLC,MN,1970-08,3.77,83.52
PATHSTONE LIVING,MN,1970-08,3.96,84.06
PAYNESVILLE HEALTH CARE CENTER,MN,1970-08,4.98,107.50
PELICAN VALLEY HEALTH CENTER,MN,1970-08,2.96,93.94
PERHAM LIVING,MN,1970-08,3.81,85.42
PIERZ VILLA INC,MN,1970-08,4.12,88.00
PINE HAVEN CARE CENTER INC,MN,1970-08,4.08,81.43
PIONEER CARE CENTER,MN,1970-08,4.76,85.71
PRAIRIE MANOR CARE CENTER,MN,1970-08,6.22,91.67
PRAIRIE VIEW SENIOR LIVING,MN,1970-08,3.49,91.11
PRESBYTERIAN HOMES OF ARDEN HILLS,MN,1970-08,4.34,99.22
PRESBYTERIAN HOMES OF BLOOMINGTON,MN,1970-08,4.66,91.84
PRESBYTERIAN HOMES OF NORTH OAKS,MN,1970-08,5.14,88.33
PROVIDENCE PLACE,MN,1970-08,3.65,72.63
REDEEMER RESIDENCE INC,MN,1970-08,5.02,84.87
REGINA SENIOR LIVING,MN,1970-08,4.19,84.21
RENVILLA HEALTH CENTER,MN,1970-08,2.81,86.67
RIVER VALLEY HEALTH AND REHABILITATION CENTER LLC,MN,1970-08,3.34,79.07
ROCHESTER EAST HEALTH SERVICES,MN,1970-08,3.4,52.25
ROCHESTER HEALTH SERVICES WEST,MN,1970-08,3.93,56.25
ROCHESTER REHABILITATION AND LIVING CENTER,MN,1970-08,5.29,78.57
SACRED HEART CARE CENTER,MN,1970-08,5.88,86.44
SAINT ANNE EXTENDED HEALTHCARE,MN,1970-08,3.55,74.31
SAINT THERESE AT OXBOW LAKE,MN,1970-08,4.48,95.31
SAMARITAN BETHANY HOME ON EIGHTH,MN,1970-08,4.25,67.19
SANDSTONE HEALTH CARE CENTER,MN,1970-08,5.29,78.00
SARTELL THERAPY SUITES,MN,1970-08,5.95,75.00
SAUER HEALTH CARE,MN,1970-08,2.4,60.56
SEASONS HEALTHCARE,MN,1970-08,2.76,100.00
SHAKOPEE FRIENDSHIP MANOR,MN,1970-08,5.19,60.00
SHIRLEY CHAPMAN SHOLOM HOME EAST,MN,1970-08,4.61,83.90
SHOLOM HOME WEST,MN,1970-08,5.58,92.25
SLEEPY EYE REHABILITATI CENTER,MN,1970-08,4.38,78.69
SOUTH SHORE CARE CENTER,MN,1970-08,4.19,50.85
SOUTHSIDE CARE CENTER,MN,1970-08,2.53,58.82
SOUTHVIEW ACRES HEALTHCARE CENTER,MN,1970-08,3.77,77.73
SPRING VALLEY CARE CENTER,MN,1970-08,4.49,84.00
ST ANTHONY HEALTH & REHABILITATION,MN,1970-08,4.42,63.33
ST ANTHONY PARK HOME INC,MN,1970-08,4.5,80.95
ST BENEDICTS CARE CENTER,MN,1970-08,5.21,59.79
ST CLARE LIVING COMMUNITY OF MORA,MN,1970-08,4.99,80.00
ST CRISPIN LIVING COMMUNITY,MN,1970-08,3.92,87.50
ST FRANCIS HOME,MN,1970-08,4.44,45.00
ST GERTRUDES HEALTH & REHABILITATION CENTER,MN,1970-08,4.98,79.05
ST JOHN LUTHERAN HOME,MN,1970-08,3.75,78.46
ST JOHNS ON FOUNTAIN LAKE,MN,1970-08,3.75,96.43
ST LUKES LUTHERAN CARE CENTER,MN,1970-08,3.42,92.19
ST MARKS LIVING,MN,1970-08,5.79,56.14
ST OTTOS CARE CENTER,MN,1970-08,4.33,92.31
ST THERESE HOME,MN,1970-08,3.86,95.83
ST THERESE OF WOODBURY LLC,MN,1970-08,5,91.07
ST WILLIAMS LIVING CENTER,MN,1970-08,5.91,81.13
STERLING PARK HEALTH CARE CENTER,MN,1970-08,3.84,87.50
STEWARTVILLE CARE CENTER,MN,1970-08,3.74,72.41
SUNNYSIDE CARE CENTER,MN,1970-08,5.72,100.00
SYLVAN COURT,MN,1970-08,3.66,73.58
THE BIRCHES AT TRILLIUM WOODS,MN,1970-08,5.61,90.91
THE EMERALDS AT FARIBAULT LLC,MN,1970-08,3.69,87.78
THE EMERALDS AT GRAND RAPIDS LLC,MN,1970-08,3.71,53.76
THE EMERALDS AT ST PAUL LLC,MN,1970-08,4.78,86.00
THE ESTATES AT BLOOMINGTON LLC,MN,1970-08,3.25,86.76
THE ESTATES AT CHATEAU LLC,MN,1970-08,3.18,90.00
THE ESTATES AT DELANO LLC,MN,1970-08,3.64,76.92
THE ESTATES AT EXCELSIOR LLC,MN,1970-08,2.43,66.67
THE ESTATES AT FRIDLEY LLC,MN,1970-08,3.78,76.00
THE ESTATES AT GREELEY LLC,MN,1970-08,2.96,81.25
THE ESTATES AT LINDEN LLC,MN,1970-08,3.09,68.63
THE ESTATES AT LYNNHURST LLC,MN,1970-08,3.01,95.71
THE ESTATES AT ROSEVILLE LLC,MN,1970-08,3.35,95.00
THE ESTATES AT RUSH CITY LLC,MN,1970-08,3.29,70.73
THE ESTATES AT ST LOUIS PARK LLC,MN,1970-08,3.62,82.07
THE ESTATES AT TWIN RIVERS LLC,MN,1970-08,3.06,80.00
THE GABLES OF BOUTWELLS LANDING,MN,1970-08,5.08,82.41
THE GARDENS AT FOLEY LLC,MN,1970-08,2.99,91.03
THE GARDENS AT WINSTED LLC,MN,1970-08,3.64,55.71
THE GREEN PRAIRIE REHABILITATION CENTER,MN,1970-08,3.98,76.19
THE LUTHERAN HOME: BELLE PLAINE,MN,1970-08,4.12,86.67
THE NORTH SHORE ESTATES LLC,MN,1970-08,3.38,92.86
THE TERRACE AT CRYSTAL LLC,MN,1970-08,2.5,62.35
THE VILLAS AT BROOKVIEW,MN,1970-08,4.63,94.23
THE VILLAS AT BRYN MAWR LLC,MN,1970-08,1.26,88.57
THE VILLAS AT NEW BRIGHTON,MN,1970-08,3.65,84.85
THE VILLAS AT OSSEO LLC,MN,1970-08,3.27,80.00
THE VILLAS AT RICHFIELD,MN,1970-08,3.43,89.52
THE VILLAS AT ROBBINSDALE,MN,1970-08,3.78,89.33
THE VILLAS AT ROSEVILLE,MN,1970-08,3.45,92.06
THE VILLAS AT ST LOUIS PARK,MN,1970-08,3.27,85.00
THE VILLAS AT ST PAUL,MN,1970-08,3.46,78.00
THE VILLAS AT THE CEDARS,MN,1970-08,2.52,83.18
THE VILLAS AT THE PARK,MN,1970-08,3.46,88.46
THE WATERVIEW PINES LLC,MN,1970-08,2.63,65.06
THE WATERVIEW SHORES LLC,MN,1970-08,2.65,81.82
THE WATERVIEW WOODS LLC,MN,1970-08,3.92,69.23
THIEF RIVER CARE CENTER,MN,1970-08,3.85,90.00
THORNE CREST RETIREMENT CENTER,MN,1970-08,3.26,76.92
THREE LINKS CARE CENTER,MN,1970-08,4.34,89.13
TRINITY CARE CENTER,MN,1970-08,4.76,95.71
TRUMAN SENIOR LIVING,MN,1970-08,5.36,70.00
TUFF MEMORIAL HOME,MN,1970-08,4.34,75.00
TWEETEN LUTHERAN HEALTH CARE CENTER,MN,1970-08,6.14,58.00
VALLEY CARE AND REHAB LLC,MN,1970-08,5.38,80.00
VALLEY VIEW HEALTHCARE & REHAB,MN,1970-08,4.16,77.50
VALLEY VIEW MANOR HCC,MN,1970-08,4.92,44.00
VICTORY HEALTH & REHABILITATION CENTER,MN,1970-08,3.72,82.28
VIEWCREST HEALTH CENTER,MN,1970-08,3.58,95.45
VIKING MANOR NURSING HOME,MN,1970-08,3.22,95.56
VILLA ST VINCENT,MN,1970-08,3.71,93.00
WABASSO RESTORATIVE CARE CENTER,MN,1970-08,1.96,90.91
WALKER METHODIST WESTWOOD RIDGE II,MN,1970-08,4.26,94.59
WARROAD CARE CENTER,MN,1970-08,2.95,100.00
WEST WIND VILLAGE,MN,1970-08,3.62,62.50
WHISPERING CREEK,MN,1970-08,2.71,74.29
WHITEWATER HEALTH SERVICES,MN,1970-08,4.02,51.11
WOODBURY HEALTH CARE CENTER,MN,1970-08,3.7,61.94
WOODLYN HEIGHTS HEALTHCARE CENTER,MN,1970-08,3.47,82.28
ZUMBROTA CARE CENTER,MN,1970-08,3.74,77.50
ABBEY SENIOR HEALTH,MO,1970-08,4.33,98.18
ABERDEEN HEIGHTS,MO,1970-08,6.37,92.11
ABUNDANT ACRES CARE AND REHAB,MO,1970-08,0,52.27
ACKERT PARK SKILLED NURSING & REHABILITATION CENTE,MO,1970-08,3.41,42.02
ADAIR VILLAGE,MO,1970-08,3.39,26.67
ADVANCED CARE OF ST JOSEPH,MO,1970-08,2.59,72.78
AEGIS HEALTH AND REHABILITATION,MO,1970-08,3.05,59.09
ALPINE BREEZE HEALTH AND WELLNESS,MO,1970-08,2.81,73.38
AMBERWOOD ESTATES NURSING AND REHABILITATION,MO,1970-08,2.56,81.74
ANEW HEALTHCARE ODESSA,MO,1970-08,3.17,86.67
ANEW HEALTHCARE SARCOXIE,MO,1970-08,3.25,77.50
APPLE RIDGE CARE CENTER,MO,1970-08,3.09,63.33
ARBOR HILLS NURSING AND REHABILITATION CENTER,MO,1970-08,2.3,53.33
ARBOR VIEW NURSING AND REHABILITATION,MO,1970-08,3.08,52.00
ARMOUR OAKS SENIOR LIVING COMMUNITY,MO,1970-08,3.05,84.21
ARROWHEAD SENIOR LIVING COMMUNITY,MO,1970-08,4.12,53.75
ASH GROVE HEALTHCARE FACILITY,MO,1970-08,3.16,92.68
ASHLEY MANOR HEALTH & REHABILITATION,MO,1970-08,2.94,111.54
ASPEN POINT HEALTH AND REHABILITATION,MO,1970-08,3.37,33.33
ASPIRE SENIOR LIVING ADVANCE,MO,1970-08,2.79,51.43
ASPIRE SENIOR LIVING EAST PRAIRIE,MO,1970-08,4.38,35.71
ASPIRE SENIOR LIVING EXCELSIOR SPRINGS,MO,1970-08,2.28,71.30
ASPIRE SENIOR LIVING JONESBURG,MO,1970-08,2.97,66.67
ASPIRE SENIOR LIVING MALDEN,MO,1970-08,3.16,52.86
ASPIRE SENIOR LIVING MOBERLY,MO,1970-08,3.63,53.33
ASPIRE SENIOR LIVING OAK GROVE,MO,1970-08,3.18,95.56
ASPIRE SENIOR LIVING PLATTE CITY,MO,1970-08,3.36,54.17
ASPIRE SENIOR LIVING POPLAR BLUFF,MO,1970-08,2.9,33.33
ATHENE NURSING AND REHABILITATION,MO,1970-08,3.12,48.58
ATRIUM PLACE HEALTH AND REHABILITATION,MO,1970-08,1.61,75.00
AURORA HEALTH AND REHABILITATION,MO,1970-08,3.39,62.93
AURORA NURSING,MO,1970-08,3.99,40.00
AUTUMN OAKS CARING CENTER,MO,1970-08,3.96,67.50
AVALON GARDEN,MO,1970-08,2.5,72.73
AVALON VIEW HEALTH AND WELLNESS,MO,1970-08,2.42,67.14
BAISCH NURSING CENTER,MO,1970-08,4.37,80.33
BAPTIST HOMES OF INDEPENDENCE,MO,1970-08,4.94,46.61
"BAPTIST HOMES, TRI-COUNTY",MO,1970-08,4.48,60.00
BARNES-JEWISH EXTENDED CARE,MO,1970-08,4.43,55.83
BEAUTIFUL SAVIOR HOME,MO,1970-08,3.43,60.32
BEAUVAIS REHAB AND HEALTHCARE CENTER,MO,1970-08,3.44,73.37
BELLEVIEW CARE CENTER,MO,1970-08,3.14,90.00
BELLEVIEW VALLEY NURSING HOME,MO,1970-08,2.59,84.40
BENTWOOD NURSING & REHAB,MO,1970-08,3.68,89.66
BERTRAND NURSING AND REHAB CENTER,MO,1970-08,3.23,81.67
BETHESDA DILWORTH,MO,1970-08,6.39,35.14
BETHESDA SOUTHGATE,MO,1970-08,4.03,62.31
BIG BEND WOODS HEALTHCARE CENTER,MO,1970-08,3.35,70.37
BIG SPRING CARE CENTER FOR REHAB AND HEALTHCARE,MO,1970-08,3.05,78.33
BIRCH POINTE HEALTH AND REHABILITATION,MO,1970-08,5.24,83.33
"BISHOP SPENCER PLACE, INC, THE",MO,1970-08,5.49,77.19
BLUE CIRCLE REHAB AND NURSING,MO,1970-08,2.79,81.11
BLUEBIRD WELLNESS AND REHABILITATION,MO,1970-08,3.46,81.91
"BLUFFS, THE",MO,1970-08,3.56,87.12
BRENT B TINNIN MANOR,MO,1970-08,2.06,88.33
BRIDGEWOOD HEALTH CARE CENTER,MO,1970-08,1.87,99.40
BROOKE HAVEN HEALTHCARE,MO,1970-08,3.99,49.17
BROOKHAVEN NURSING & REHAB,MO,1970-08,3.47,80.00
BRUNSWICK NURSING & REHAB,MO,1970-08,2.56,66.67
BUFFALO PRAIRIE CENTER FOR REHAB AND HEALTHCARE,MO,1970-08,4.36,76.67
BUTLER REHAB AND HEALTHCARE CENTER,MO,1970-08,3.04,57.14
CALIFORNIA CARE CENTER,MO,1970-08,2.02,48.33
CAMDENTON WINDSOR ESTATES,MO,1970-08,2.2,62.20
CAMELOT NURSING AND REHABILITATION CENTER,MO,1970-08,2.88,72.16
CAMERON NURSING CENTER,MO,1970-08,3.06,51.67
CAMPBELL HEALTHCARE & SENIOR LIVING,MO,1970-08,3.42,72.22
CARMEL HILLS WELLNESS & REHABILITATION,MO,1970-08,3.05,82.99
CARNEGIE VILLAGE REHABILITATION & HEALTH CARE CENT,MO,1970-08,4.43,92.31
CARRIAGE SQUARE REHAB AND HEALTHCARE CENTER,MO,1970-08,4.19,61.54
CARRIE ELLIGSON GIETNER HOME,MO,1970-08,1.99,59.23
CARROLL HOUSE,MO,1970-08,1.86,87.30
CARTHAGE HEALTH AND REHABILITATION CENTER,MO,1970-08,3.29,96.67
CASSVILLE HEALTH CENTER FOR REHAB AND HEALTHCARE,MO,1970-08,2.35,86.67
CEDAR POINTE,MO,1970-08,2.5,70.59
CEDARGATE HEALTHCARE,MO,1970-08,3.41,50.00
CHAFFEE NURSING CENTER,MO,1970-08,3.66,83.10
CHARITON PARK HEALTH CARE CENTER,MO,1970-08,1.8,96.67
CHATEAU GIRARDEAU,MO,1970-08,4.45,69.33
CHESTNUT REHAB AND NURSING,MO,1970-08,3.64,52.41
CHRISTIAN EXTENDED CARE & REHABILITATION,MO,1970-08,3.96,83.33
CITIZENS MEMORIAL HEALTHCARE FACILITY,MO,1970-08,2.99,83.78
CLARA MANOR NURSING HOME,MO,1970-08,1.63,97.78
CLARENCE CARE CENTER,MO,1970-08,4.13,53.33
CLARK COUNTY NURSING HOME,MO,1970-08,4.01,58.59
